"","x"
"2108","MAIT-NKT cells"
"2109","CD8 naive"
"2110","MAIT-NKT cells"
"2111","CD4 memory"
"2112","CD4 naive I"
"2113","Classical monocytes"
"2114","Regulatory T cells"
"2115","CD4 naive I"
"2116","gdT cells"
"2117","CD8 effector"
"2118","CD4 memory"
"2119","CD8 effector"
"2120","CD56bright CD16dim NK"
"2121","CD8 effector"
"2122","CD4 naive II"
"2123","CD4 naive II"
"2124","CD4 memory"
"2125","CD4 memory"
"2126","CD4 memory"
"2127","CD4 naive I"
"2128","MAIT-NKT cells"
"2129","CD4 and CD8 activated memory"
"2130","CD56dim CD16bright NK"
"2131","CD4 naive I"
"2132","Naive B"
"2133","CD8 naive"
"2134","T-NK-B cell doublets"
"2135","CD4 naive I"
"2136","CD8 naive"
"2137","gdT cells"
"2138","CD8 naive"
"2139","CD8 memory"
"2140","CD4 memory"
"2141","CD56dim CD16bright NK"
"2142","CD8 effector"
"2143","CD56dim CD16bright NK"
"2144","Classical monocytes"
"2145","MAIT-NKT cells"
"2146","CD8 memory"
"2147","CD8 effector"
"2148","CD8 effector"
"2149","CD8 naive"
"2150","CD8 effector"
"2151","CD8 effector"
"2152","T-NK-B cell doublets"
"2153","CD4 memory"
"2154","CD4 memory"
"2155","Memory B"
"2156","MAIT-NKT cells"
"2157","Regulatory T cells"
"2158","Classical monocytes"
"2159","Regulatory T cells"
"2160","gdT cells"
"2161","CD4 naive I"
"2162","CD56dim CD16bright NK"
"2163","CD8 naive"
"2164","CD8 naive"
"2165","CD4 naive II"
"2166","Regulatory T cells"
"2167","CD56dim CD16bright NK"
"2168","CD4 naive I"
"2169","CD8 effector"
"2170","MAIT-NKT cells"
"2171","CD8 effector"
"2172","CD4 memory"
"2173","Neutrophils"
"2174","CD4 naive I"
"2175","CD4 memory"
"2176","CD4 naive I"
"2177","CD4 memory"
"2178","CD56bright CD16dim NK"
"2179","CD8 naive"
"2180","CD8 effector"
"2181","Neutrophils"
"2182","CD8 effector"
"2183","CD8 effector"
"2184","MAIT-NKT cells"
"2185","CD8 naive"
"2186","CD8 naive"
"2187","CD4 memory"
"2188","gdT cells"
"2189","CD56dim CD16bright NK"
"2190","Naive B"
"2191","Platelet-bound monocytes"
"2192","Classical monocytes"
"2193","Neutrophils"
"2194","Classical monocytes"
"2195","CD4 naive I"
"2196","CD8 naive"
"2197","CD4 memory"
"2198","conventional DC"
"2199","Memory B"
"2200","Neutrophils"
"2201","CD4 naive II"
"2202","CD4 naive I"
"2203","CD8 effector"
"2204","CD4 naive II"
"2205","Proliferating T and NK cell"
"2206","CD8 effector"
"2207","CD4 naive I"
"2208","CD4 naive I"
"2209","CD8 naive"
"2210","CD4 naive I"
"2211","CD8 naive"
"2212","Non classical monocytes"
"2213","CD4 memory"
"2214","CD8 effector"
"2215","CD4 naive I"
"2216","CD4 naive I"
"2217","CD8 effector"
"2218","CD4 naive I"
"2219","CD8 memory"
"2220","CD4 naive I"
"2221","CD8 memory"
"2222","CD56dim CD16bright NK"
"2223","CD8 naive"
"2224","CD4 naive II"
"2225","Naive B"
"2226","CD4 naive I"
"2227","CD4 naive I"
"2228","gdT cells"
"2229","CD4 memory"
"2230","NK-T doublets"
"2231","CD4 memory"
"2232","CD56dim CD16bright NK"
"2233","CD4 naive I"
"2234","CD4 naive I"
"2235","CD4 memory"
"2236","CD8 naive"
"2237","CD4 memory"
"2238","Naive B"
"2239","CD8 naive"
"2240","CD8 naive"
"2241","CD8 naive"
"2242","CD4 naive I"
"2243","CD8 effector"
"2244","CD4 naive I"
"2245","CD56dim CD16bright NK"
"2246","CD4 naive I"
"2247","CD8 effector"
"2248","CD8 naive"
"2249","CD4 naive I"
"2250","gdT cells"
"2251","CD4 memory"
"2252","CD8 naive"
"2253","CD8 effector"
"2254","CD8 effector"
"2255","CD4 memory"
"2256","CD8 naive"
"2257","Proliferating T and NK cell"
"2258","CD4 naive I"
"2259","CD56dim CD16bright NK"
"2260","CD8 effector"
"2261","CD8 naive"
"2262","CD8 memory"
"2263","CD4 memory"
"2264","CD8 naive"
"2265","CD4 naive II"
"2266","CD4 naive I"
"2267","CD4 naive II"
"2268","Classical monocytes"
"2269","CD8 effector"
"2270","CD4 memory"
"2271","CD4 naive I"
"2272","T-NK-B cell doublets"
"2273","CD56dim CD16bright NK"
"2274","CD8 naive"
"2275","gdT cells"
"2276","gdT cells"
"2277","CD8 naive"
"2278","NK-T doublets"
"2279","CD8 naive"
"2280","CD8 naive"
"2281","CD4 naive I"
"2282","CD8 effector"
"2283","Classical monocytes"
"2284","CD4 naive I"
"2285","CD8 naive"
"2286","CD4 naive I"
"2287","CD4 naive II"
"2288","CD8 effector"
"2289","gdT cells"
"2290","conventional DC"
"2291","CD4 naive I"
"2292","CD4 naive I"
"2293","CD4 naive II"
"2294","CD4 naive I"
"2295","Classical monocytes"
"2296","CD56dim CD16bright NK"
"2297","CD8 effector"
"2298","CD8 effector"
"2299","CD4 memory"
"2300","CD8 naive"
"2301","CD8 naive"
"2302","CD56dim CD16bright NK"
"2303","Classical monocytes"
"2304","CD4 memory"
"2305","gdT cells"
"2306","Classical monocytes"
"2307","gdT cells"
"2308","CD4 memory"
"2309","Neutrophils"
"2310","CD56dim CD16bright NK"
"2311","Naive B"
"2312","Classical monocytes"
"2313","CD4 memory"
"2314","MAIT-NKT cells"
"2315","CD8 naive"
"2316","CD8 memory"
"2317","CD4 memory"
"2318","CD4 memory"
"2319","CD4 memory"
"2320","CD4 memory"
"2321","MAIT-NKT cells"
"2322","CD8 effector"
"2323","CD8 effector"
"2324","CD56dim CD16bright NK"
"2325","CD8 effector"
"2326","MAIT-NKT cells"
"2327","CD8 naive"
"2328","CD8 effector"
"2329","Classical monocytes"
"2330","Classical monocytes"
"2331","CD4 naive II"
"2332","Classical monocytes"
"2333","CD4 naive I"
"2334","Neutrophils"
"2335","CD4 naive II"
"2336","CD4 naive II"
"2337","Classical monocytes"
"2338","CD4 naive II"
"2339","Classical monocytes"
"2340","Neutrophils"
"2341","CD4 naive I"
"2342","CD4 naive I"
"2343","CD4 naive I"
"2344","CD8 effector"
"2345","CD4 naive I"
"2346","CD4 naive I"
"2347","CD8 effector"
"2348","CD56dim CD16bright NK"
"2349","CD4 memory"
"2350","gdT cells"
"2351","Classical monocytes"
"2352","CD8 effector"
"2353","CD4 memory"
"2354","CD4 memory"
"2355","Classical monocytes"
"2356","Neutrophils"
"2357","CD4 naive I"
"2358","CD4 memory"
"2359","CD56dim CD16bright NK"
"2360","Non classical monocytes"
"2361","CD8 effector"
"2362","CD8 naive"
"2363","CD8 naive"
"2364","CD4 memory"
"2365","CD4 naive I"
"2366","CD8 effector"
"2367","Regulatory T cells"
"2368","CD4 naive I"
"2369","gdT cells"
"2370","CD56dim CD16bright NK"
"2371","CD4 naive II"
"2372","CD4 memory"
"2373","CD56dim CD16bright NK"
"2374","CD4 naive I"
"2375","CD4 naive I"
"2376","CD8 naive"
"2377","CD8 effector"
"2378","CD4 memory"
"2379","CD8 naive"
"2380","CD56dim CD16bright NK"
"2381","CD56dim CD16bright NK"
"2382","CD8 memory"
"2383","gdT cells"
"2384","MAIT-NKT cells"
"2385","CD8 memory"
"2386","CD56dim CD16bright NK"
"2387","CD8 naive"
"2388","Classical monocytes"
"2389","gdT cells"
"2390","CD4 naive II"
"2391","Classical monocytes"
"2392","CD4 memory"
"2393","Classical monocytes"
"2394","CD8 effector"
"2395","CD8 naive"
"2396","Classical monocytes"
"2397","CD8 effector"
"2398","Neutrophils"
"2399","CD4 memory"
"2400","CD4 memory"
"2401","gdT cells"
"2402","conventional DC"
"2403","CD56dim CD16bright NK"
"2404","CD8 naive"
"2405","Naive B"
"2406","CD8 memory"
"2407","gdT cells"
"2408","Classical monocytes"
"2409","CD56dim CD16bright NK"
"2410","CD8 effector"
"2411","Classical monocytes"
"2412","CD4 naive I"
"2413","CD56dim CD16bright NK"
"2414","CD4 memory"
"2415","gdT cells"
"2416","CD4 naive II"
"2417","CD4 memory"
"2418","CD4 naive I"
"2419","CD4 naive II"
"2420","CD4 memory"
"2421","CD4 naive I"
"2422","CD4 and CD8 activated memory"
"2423","CD56bright CD16dim NK"
"2424","T-NK-B cell doublets"
"2425","CD4 memory"
"2426","MAIT-NKT cells"
"2427","CD8 effector"
"2428","CD8 effector"
"2429","CD56dim CD16bright NK"
"2430","CD8 effector"
"2431","CD4 memory"
"2432","CD8 effector"
"2433","CD4 memory"
"2434","CD8 effector"
"2435","gdT cells"
"2436","CD4 memory"
"2437","CD4 naive I"
"2438","CD56dim CD16bright NK"
"2439","CD4 memory"
"2440","conventional DC"
"2441","CD4 naive I"
"2442","CD56dim CD16bright NK"
"2443","CD56dim CD16bright NK"
"2444","Classical monocytes"
"2445","Platelet-bound monocytes"
"2446","CD4 naive I"
"2447","CD56dim CD16bright NK"
"2448","CD4 naive II"
"2449","MAIT-NKT cells"
"2450","MAIT-NKT cells"
"2451","CD8 naive"
"2452","CD8 naive"
"2453","T-NK-B cell doublets"
"2454","CD4 naive I"
"2455","Naive B"
"2456","NK-T doublets"
"2457","Proliferating T and NK cell"
"2458","Classical monocytes"
"2459","CD8 naive"
"2460","CD4 naive I"
"2461","CD8 naive"
"2462","Naive B"
"2463","Neutrophils"
"2464","CD8 effector"
"2465","CD8 effector"
"2466","CD4 naive I"
"2467","CD56dim CD16bright NK"
"2468","CD4 naive II"
"2469","Classical monocytes"
"2470","CD8 effector"
"2471","CD8 effector"
"2472","Naive B"
"2473","MAIT-NKT cells"
"2474","T-NK-B cell doublets"
"2475","CD4 naive I"
"2476","CD4 memory"
"2477","CD4 naive II"
"2478","CD4 memory"
"2479","CD8 effector"
"2480","Classical monocytes"
"2481","CD4 naive II"
"2482","CD4 memory"
"2483","CD8 naive"
"2484","CD8 naive"
"2485","CD8 effector"
"2486","Classical monocytes"
"2487","T-NK-B cell doublets"
"2488","gdT cells"
"2489","Classical monocytes"
"2490","gdT cells"
"2491","CD4 naive II"
"2492","MAIT-NKT cells"
"2493","CD4 naive I"
"2494","CD56dim CD16bright NK"
"2495","CD4 memory"
"2496","Naive B"
"2497","CD8 effector"
"2498","Regulatory T cells"
"2499","CD4 memory"
"2500","CD8 effector"
"2501","Classical monocytes"
"2502","CD56dim CD16bright NK"
"2503","Non classical monocytes"
"2504","CD8 naive"
"2505","NK-monocyte doublets"
"2506","CD8 effector"
"2507","CD4 memory"
"2508","Classical monocytes"
"2509","Platelet-bound monocytes"
"2510","CD8 effector"
"2511","CD8 effector"
"2512","CD4 naive II"
"2513","CD4 naive I"
"2514","Classical monocytes"
"2515","CD56dim CD16bright NK"
"2516","CD4 naive I"
"2517","CD8 effector"
"2518","CD4 naive II"
"2519","CD4 naive II"
"2520","CD56bright CD16dim NK"
"2521","CD4 memory"
"2522","CD4 naive I"
"2523","CD4 naive II"
"2524","Classical monocytes"
"2525","CD4 naive I"
"2526","CD4 memory"
"2527","CD4 naive I"
"2528","CD8 effector"
"2529","CD8 memory"
"2530","CD8 naive"
"2531","Platelet-bound monocytes"
"2532","Non classical monocytes"
"2533","CD8 effector"
"2534","Platelets"
"2535","Proliferating T and NK cell"
"2536","CD4 naive I"
"2537","CD4 memory"
"2538","T-NK-B cell doublets"
"2539","CD4 naive II"
"2540","Non classical monocytes"
"2541","CD8 effector"
"2542","CD4 naive I"
"2543","CD56dim CD16bright NK"
"2544","CD4 naive I"
"2545","CD4 naive II"
"2546","CD8 effector"
"2547","Classical monocytes"
"2548","MAIT-NKT cells"
"2549","CD8 naive"
"2550","T-NK-B cell doublets"
"2551","Classical monocytes"
"2552","CD8 naive"
"2553","CD8 naive"
"2554","Classical monocytes"
"2555","CD4 naive II"
"2556","CD4 naive II"
"2557","CD8 memory"
"2558","CD8 effector"
"2559","CD8 effector"
"2560","conventional DC"
"2561","CD4 naive I"
"2562","CD4 naive I"
"2563","CD4 naive I"
"2564","Naive B"
"2565","CD8 effector"
"2566","CD56dim CD16bright NK"
"2567","CD4 naive I"
"2568","CD4 naive I"
"2569","CD4 naive I"
"2570","CD8 effector"
"2571","CD8 effector"
"2572","gdT cells"
"2573","Non classical monocytes"
"2574","CD4 memory"
"2575","CD8 effector"
"2576","CD8 naive"
"2577","Naive B"
"2578","CD56dim CD16bright NK"
"2579","CD8 effector"
"2580","Classical monocytes"
"2581","CD8 memory"
"2582","CD56dim CD16bright NK"
"2583","gdT cells"
"2584","CD8 effector"
"2585","CD8 naive"
"2586","CD56dim CD16bright NK"
"2587","CD4 memory"
"2588","Classical monocytes"
"2589","Platelet-bound monocytes"
"2590","CD8 naive"
"2591","CD4 memory"
"2592","NK-T doublets"
"2593","CD4 naive II"
"2594","CD4 memory"
"2595","CD8 naive"
"2596","CD56bright CD16dim NK"
"2597","CD4 memory"
"2598","CD8 naive"
"2599","Memory B"
"2600","Classical monocytes"
"2601","CD8 memory"
"2602","MAIT-NKT cells"
"2603","CD4 naive II"
"2604","CD56dim CD16bright NK"
"2605","CD8 memory"
"2606","CD4 naive I"
"2607","CD4 memory"
"2608","CD4 and CD8 activated memory"
"2609","Classical monocytes"
"2610","Neutrophils"
"2611","CD8 naive"
"2612","CD4 memory"
"2613","CD56dim CD16bright NK"
"2614","CD8 naive"
"2615","CD56dim CD16bright NK"
"2616","CD8 effector"
"2617","CD4 naive I"
"2618","CD8 memory"
"2619","CD8 effector"
"2620","CD8 naive"
"2621","CD8 effector"
"2622","conventional DC"
"2623","CD8 naive"
"2624","CD8 effector"
"2625","CD4 memory"
"2626","CD4 naive II"
"2627","gdT cells"
"2628","CD4 memory"
"2629","CD4 naive II"
"2630","CD4 memory"
"2631","CD4 naive II"
"2632","CD4 memory"
"2633","CD8 effector"
"2634","CD8 memory"
"2635","conventional DC"
"2636","CD8 effector"
"2637","CD8 memory"
"2638","CD4 naive II"
"2639","CD8 naive"
"2640","MAIT-NKT cells"
"2641","CD4 naive II"
"2642","Regulatory T cells"
"2643","Classical monocytes"
"2644","CD8 memory"
"2645","CD8 effector"
"2646","CD8 naive"
"2647","MAIT-NKT cells"
"2648","Regulatory T cells"
"2649","CD4 naive I"
"2650","CD4 memory"
"2651","CD8 effector"
"2652","CD56bright CD16dim NK"
"2653","CD4 naive II"
"2654","CD4 naive II"
"2655","CD8 effector"
"2656","Classical monocytes"
"2657","CD4 memory"
"2658","MAIT-NKT cells"
"2659","Regulatory T cells"
"2660","Naive B"
"2661","CD8 naive"
"2662","CD4 naive I"
"2663","CD8 naive"
"2664","CD56dim CD16bright NK"
"2665","CD8 naive"
"2666","Neutrophils"
"2667","CD8 naive"
"2668","Classical monocytes"
"2669","CD4 memory"
"2670","CD56bright CD16dim NK"
"2671","CD4 memory"
"2672","CD4 memory"
"2673","CD4 naive II"
"2674","gdT cells"
"2675","CD4 naive I"
"2676","CD56bright CD16dim NK"
"2677","CD8 effector"
"2678","CD4 naive II"
"2679","gdT cells"
"2680","CD4 memory"
"2681","CD8 naive"
"2682","CD4 naive II"
"2683","CD4 naive I"
"2684","CD4 memory"
"2685","CD4 naive I"
"2686","CD4 naive I"
"2687","CD4 naive I"
"2688","CD8 naive"
"2689","CD8 memory"
"2690","CD4 naive I"
"2691","CD4 naive II"
"2692","CD4 naive I"
"2693","CD56dim CD16bright NK"
"2694","CD4 naive I"
"2695","CD8 naive"
"2696","CD4 memory"
"2697","CD4 naive I"
"2698","CD4 naive I"
"2699","CD4 memory"
"2700","CD8 naive"
"2701","Naive B"
"2702","Classical monocytes"
"2703","MAIT-NKT cells"
"2704","CD56dim CD16bright NK"
"2705","gdT cells"
"2706","CD56dim CD16bright NK"
"2707","CD8 effector"
"2708","Naive B"
"2709","CD4 naive I"
"2710","MAIT-NKT cells"
"2711","Neutrophils"
"2712","NK-monocyte doublets"
"2713","CD8 effector"
"2714","CD8 naive"
"2715","CD8 memory"
"2716","Platelet-bound monocytes"
"2717","Regulatory T cells"
"2718","CD4 and CD8 activated memory"
"2719","Platelet-bound monocytes"
"2720","Classical monocytes"
"2721","Neutrophils"
"2722","CD4 memory"
"2723","Naive B"
"2724","CD8 effector"
"2725","CD56bright CD16dim NK"
"2726","CD8 naive"
"2727","CD56dim CD16bright NK"
"2728","gdT cells"
"2729","CD4 naive I"
"2730","CD8 memory"
"2731","CD8 effector"
"2732","CD8 effector"
"2733","CD4 naive I"
"2734","CD8 memory"
"2735","CD8 effector"
"2736","Classical monocytes"
"2737","gdT cells"
"2738","CD8 effector"
"2739","CD4 memory"
"2740","CD56bright CD16dim NK"
"2741","CD4 naive I"
"2742","CD56bright CD16dim NK"
"2743","CD56dim CD16bright NK"
"2744","CD8 naive"
"2745","CD56dim CD16bright NK"
"2746","CD56dim CD16bright NK"
"2747","CD4 and CD8 activated memory"
"2748","CD4 naive II"
"2749","T-NK-B cell doublets"
"2750","CD4 memory"
"2751","CD8 effector"
"2752","CD8 effector"
"2753","CD4 naive II"
"2754","CD4 memory"
"2755","CD8 effector"
"2756","CD8 effector"
"2757","CD4 naive I"
"2758","CD8 naive"
"2759","CD8 naive"
"2760","Memory B"
"2761","gdT cells"
"2762","CD8 naive"
"2763","gdT cells"
"2764","CD8 effector"
"2765","CD4 naive II"
"2766","CD8 memory"
"2767","Classical monocytes"
"2768","CD8 naive"
"2769","CD8 effector"
"2770","CD4 naive I"
"2771","CD8 effector"
"2772","CD4 memory"
"2773","NK-monocyte doublets"
"2774","CD56dim CD16bright NK"
"2775","CD56dim CD16bright NK"
"2776","CD8 effector"
"2777","Naive B"
"2778","CD4 naive II"
"2779","CD8 effector"
"2780","Regulatory T cells"
"2781","Platelet-bound monocytes"
"2782","CD4 memory"
"2783","CD56dim CD16bright NK"
"2784","Classical monocytes"
"2785","CD4 naive II"
"2786","CD4 naive II"
"2787","CD8 effector"
"2788","MAIT-NKT cells"
"2789","Classical monocytes"
"2790","Classical monocytes"
"2791","CD4 naive I"
"2792","CD56dim CD16bright NK"
"2793","Naive B"
"2794","CD4 naive I"
"2795","CD4 naive II"
"2796","CD4 memory"
"2797","CD4 naive II"
"2798","Platelet-bound monocytes"
"2799","CD8 effector"
"2800","CD8 effector"
"2801","CD4 naive I"
"2802","CD4 naive I"
"2803","Non classical monocytes"
"2804","CD8 naive"
"2805","Neutrophils"
"2806","CD4 memory"
"2807","NK-T doublets"
"2808","CD4 memory"
"2809","CD4 memory"
"2810","MAIT-NKT cells"
"2811","Classical monocytes"
"2812","CD4 naive I"
"2813","CD8 naive"
"2814","CD4 naive I"
"2815","CD4 naive II"
"2816","CD8 naive"
"2817","CD4 naive I"
"2818","CD4 naive I"
"2819","CD8 naive"
"2820","CD8 naive"
"2821","Naive B"
"2822","Regulatory T cells"
"2823","CD8 effector"
"2824","Classical monocytes"
"2825","CD8 memory"
"2826","CD4 memory"
"2827","CD4 memory"
"2828","CD4 memory"
"2829","Naive B"
"2830","Naive B"
"2831","CD8 naive"
"2832","CD4 memory"
"2833","Classical monocytes"
"2834","Classical monocytes"
"2835","CD4 naive I"
"2836","CD4 naive II"
"2837","CD4 memory"
"2838","MAIT-NKT cells"
"2839","CD8 effector"
"2840","CD4 naive II"
"2841","CD56dim CD16bright NK"
"2842","CD8 effector"
"2843","MAIT-NKT cells"
"2844","NK-T doublets"
"2845","CD8 naive"
"2846","CD8 naive"
"2847","CD8 effector"
"2848","Non classical monocytes"
"2849","Naive B"
"2850","CD8 effector"
"2851","CD4 naive I"
"2852","CD8 memory"
"2853","CD4 memory"
"2854","Platelets"
"2855","CD4 naive I"
"2856","Classical monocytes"
"2857","Platelet-bound monocytes"
"2858","CD4 naive I"
"2859","CD4 naive I"
"2860","CD4 memory"
"2861","CD8 naive"
"2862","CD4 naive I"
"2863","CD4 naive I"
"2864","Classical monocytes"
"2865","MAIT-NKT cells"
"2866","CD56dim CD16bright NK"
"2867","CD8 memory"
"2868","CD8 naive"
"2869","Classical monocytes"
"2870","CD4 naive I"
"2871","CD4 naive II"
"2872","CD8 naive"
"2873","plasmacytoid DC"
"2874","Classical monocytes"
"2875","CD8 effector"
"2876","Regulatory T cells"
"2877","CD8 effector"
"2878","Regulatory T cells"
"2879","CD8 effector"
"2880","CD8 naive"
"2881","CD4 naive II"
"2882","CD4 memory"
"2883","CD56dim CD16bright NK"
"2884","CD4 naive II"
"2885","Classical monocytes"
"2886","Non classical monocytes"
"2887","CD4 naive I"
"2888","CD4 naive I"
"2889","CD8 memory"
"2890","CD4 naive I"
"2891","CD56dim CD16bright NK"
"2892","CD8 naive"
"2893","CD56dim CD16bright NK"
"2894","CD4 naive I"
"2895","Neutrophils"
"2896","Neutrophils"
"2897","MAIT-NKT cells"
"2898","MAIT-NKT cells"
"2899","CD4 naive I"
"2900","CD8 naive"
"2901","CD56dim CD16bright NK"
"2902","CD8 naive"
"2903","Classical monocytes"
"2904","CD8 memory"
"2905","CD4 naive II"
"2906","CD4 naive I"
"2907","CD4 naive II"
"2908","Classical monocytes"
"2909","CD4 naive II"
"2910","CD4 naive I"
"2911","CD4 naive II"
"2912","CD4 naive I"
"2913","CD8 naive"
"2914","Classical monocytes"
"2915","CD56bright CD16dim NK"
"2916","CD8 naive"
"2917","CD4 memory"
"2918","Classical monocytes"
"2919","CD4 naive II"
"2920","Neutrophils"
"2921","Platelet-bound monocytes"
"2922","CD8 naive"
"2923","CD4 naive II"
"2924","CD8 memory"
"2925","CD56dim CD16bright NK"
"2926","Naive B"
"2927","CD8 effector"
"2928","CD8 naive"
"2929","CD56dim CD16bright NK"
"2930","CD4 memory"
"2931","CD8 naive"
"2932","CD56dim CD16bright NK"
"2933","CD56dim CD16bright NK"
"2934","Classical monocytes"
"2935","CD8 naive"
"2936","Classical monocytes"
"2937","CD8 effector"
"2938","gdT cells"
"2939","MAIT-NKT cells"
"2940","CD56dim CD16bright NK"
"2941","CD56dim CD16bright NK"
"2942","CD4 naive I"
"2943","Classical monocytes"
"2944","CD8 effector"
"2945","conventional DC"
"2946","CD8 memory"
"2947","CD56dim CD16bright NK"
"2948","CD8 effector"
"2949","CD4 memory"
"2950","CD4 memory"
"2951","CD4 naive II"
"2952","CD8 naive"
"2953","CD4 memory"
"2954","CD8 memory"
"2955","CD4 naive I"
"2956","CD8 effector"
"2957","CD4 naive I"
"2958","CD8 effector"
"2959","CD8 effector"
"2960","Classical monocytes"
"2961","CD4 naive I"
"2962","CD8 effector"
"2963","CD8 effector"
"2964","CD56dim CD16bright NK"
"2965","CD56dim CD16bright NK"
"2966","CD4 memory"
"2967","CD8 effector"
"2968","CD8 effector"
"2969","CD4 memory"
"2970","CD4 naive II"
"2971","CD4 naive I"
"2972","CD4 naive I"
"2973","CD8 naive"
"2974","CD8 naive"
"2975","Classical monocytes"
"2976","CD4 naive I"
"2977","CD4 naive II"
"2978","Classical monocytes"
"2979","gdT cells"
"2980","CD4 naive II"
"2981","Non classical monocytes"
"2982","CD56dim CD16bright NK"
"2983","CD4 naive II"
"2984","Classical monocytes"
"2985","Classical monocytes"
"2986","MAIT-NKT cells"
"2987","CD4 memory"
"2988","CD56dim CD16bright NK"
"2989","gdT cells"
"2990","CD56dim CD16bright NK"
"2991","CD4 memory"
"2992","gdT cells"
"2993","CD8 effector"
"2994","CD4 memory"
"2995","Proliferating T and NK cell"
"2996","CD56dim CD16bright NK"
"2997","CD4 naive II"
"2998","MAIT-NKT cells"
"2999","CD56dim CD16bright NK"
"3000","CD4 naive I"
"3001","CD4 memory"
"3002","Classical monocytes"
"3003","CD56dim CD16bright NK"
"3004","CD8 naive"
"3005","CD4 memory"
"3006","CD8 naive"
"3007","Naive B"
"3008","Classical monocytes"
"3009","CD4 naive I"
"3010","CD56dim CD16bright NK"
"3011","Classical monocytes"
"3012","CD8 effector"
"3013","CD4 naive I"
"3014","CD8 effector"
"3015","MAIT-NKT cells"
"3016","CD8 effector"
"3017","CD8 naive"
"3018","Non classical monocytes"
"3019","CD4 memory"
"3020","Classical monocytes"
"3021","CD4 naive I"
"3022","Naive B"
"3023","CD8 naive"
"3024","CD4 naive I"
"3025","CD4 naive I"
"3026","Memory B"
"3027","CD8 effector"
"3028","CD4 naive I"
"3029","CD8 naive"
"3030","CD8 naive"
"3031","CD8 effector"
"3032","CD56dim CD16bright NK"
"3033","CD8 memory"
"3034","Classical monocytes"
"3035","gdT cells"
"3036","Naive B"
"3037","Classical monocytes"
"3038","Classical monocytes"
"3039","MAIT-NKT cells"
"3040","CD8 effector"
"3041","CD8 naive"
"3042","T-NK-B cell doublets"
"3043","CD4 naive II"
"3044","CD8 effector"
"3045","CD8 naive"
"3046","CD8 effector"
"3047","CD8 naive"
"3048","CD8 effector"
"3049","CD8 naive"
"3050","CD4 naive II"
"3051","Classical monocytes"
"3052","Non classical monocytes"
"3053","Naive B"
"3054","CD8 effector"
"3055","CD4 naive I"
"3056","CD4 naive I"
"3057","CD8 effector"
"3058","CD56dim CD16bright NK"
"3059","Non classical monocytes"
"3060","Regulatory T cells"
"3061","CD56dim CD16bright NK"
"3062","CD4 naive I"
"3063","gdT cells"
"3064","Naive B"
"3065","CD8 effector"
"3066","MAIT-NKT cells"
"3067","CD8 effector"
"3068","gdT cells"
"3069","CD4 naive I"
"3070","CD8 effector"
"3071","CD4 naive I"
"3072","CD56dim CD16bright NK"
"3073","CD8 memory"
"3074","Classical monocytes"
"3075","CD4 memory"
"3076","CD4 memory"
"3077","CD4 memory"
"3078","CD56dim CD16bright NK"
"3079","Memory B"
"3080","CD8 memory"
"3081","CD4 naive I"
"3082","CD4 memory"
"3083","CD8 effector"
"3084","Classical monocytes"
"3085","T-NK-B cell doublets"
"3086","CD4 naive II"
"3087","Regulatory T cells"
"3088","Memory B"
"3089","CD8 effector"
"3090","MAIT-NKT cells"
"3091","CD4 naive I"
"3092","CD4 naive I"
"3093","CD4 naive I"
"3094","CD56dim CD16bright NK"
"3095","Classical monocytes"
"3096","CD8 memory"
"3097","CD4 memory"
"3098","CD4 naive II"
"3099","CD8 naive"
"3100","Classical monocytes"
"3101","CD4 naive II"
"3102","CD4 memory"
"3103","Platelet-bound monocytes"
"3104","Naive B"
"3105","CD4 and CD8 activated memory"
"3106","CD4 naive I"
"3107","CD8 effector"
"3108","CD8 naive"
"3109","CD4 naive I"
"3110","CD8 naive"
"3111","CD4 naive II"
"3112","CD8 effector"
"3113","CD8 effector"
"3114","CD4 naive I"
"3115","Classical monocytes"
"3116","CD8 effector"
"3117","CD4 naive I"
"3118","CD8 memory"
"3119","CD4 naive I"
"3120","CD8 memory"
"3121","CD8 naive"
"3122","CD8 naive"
"3123","CD8 memory"
"3124","CD8 effector"
"3125","Classical monocytes"
"3126","CD8 memory"
"3127","CD8 naive"
"3128","CD4 naive I"
"3129","gdT cells"
"3130","CD4 memory"
"3131","CD8 memory"
"3132","CD4 memory"
"3133","MAIT-NKT cells"
"3134","CD4 naive I"
"3135","CD4 memory"
"3136","gdT cells"
"3137","CD4 naive I"
"3138","CD8 naive"
"3139","CD8 effector"
"3140","CD4 naive II"
"3141","CD8 effector"
"3142","CD4 naive I"
"3143","CD4 naive I"
"3144","CD56dim CD16bright NK"
"3145","CD8 effector"
"3146","CD4 memory"
"3147","CD4 naive I"
"3148","CD8 naive"
"3149","CD56dim CD16bright NK"
"3150","Classical monocytes"
"3151","conventional DC"
"3152","CD8 effector"
"3153","CD8 naive"
"3154","CD4 memory"
"3155","MAIT-NKT cells"
"3156","CD4 naive II"
"3157","CD8 effector"
"3158","CD4 naive I"
"3159","CD4 naive I"
"3160","CD4 memory"
"3161","Proliferating T and NK cell"
"3162","NK-T doublets"
"3163","Classical monocytes"
"3164","gdT cells"
"3165","CD4 naive I"
"3166","CD8 naive"
"3167","Regulatory T cells"
"3168","CD8 naive"
"3169","CD4 naive I"
"3170","CD8 memory"
"3171","Classical monocytes"
"3172","CD4 and CD8 activated memory"
