"","x"
"2265","CD8 naive"
"2266","CD56dim CD16bright NK"
"2267","CD4 naive II"
"2268","CD4 naive I"
"2269","Classical monocytes"
"2270","CD56dim CD16bright NK"
"2271","Memory B"
"2272","CD8 effector"
"2273","Classical monocytes"
"2274","T-NK-B cell doublets"
"2275","CD56dim CD16bright NK"
"2276","CD8 naive"
"2277","CD4 naive I"
"2278","MAIT-NKT cells"
"2279","CD4 naive I"
"2280","CD8 naive"
"2281","CD56dim CD16bright NK"
"2282","CD8 effector"
"2283","CD4 naive II"
"2284","CD4 naive I"
"2285","CD4 naive I"
"2286","Classical monocytes"
"2287","Neutrophils"
"2288","CD8 naive"
"2289","MAIT-NKT cells"
"2290","MAIT-NKT cells"
"2291","CD4 naive II"
"2292","Classical monocytes"
"2293","CD8 naive"
"2294","CD8 naive"
"2295","Classical monocytes"
"2296","CD56dim CD16bright NK"
"2297","CD4 memory"
"2298","CD8 effector"
"2299","CD8 naive"
"2300","Non classical monocytes"
"2301","Memory B"
"2302","CD8 naive"
"2303","NK-T doublets"
"2304","CD4 memory"
"2305","CD8 memory"
"2306","CD4 memory"
"2307","T-NK-B cell doublets"
"2308","CD8 effector"
"2309","CD56dim CD16bright NK"
"2310","CD4 naive I"
"2311","CD4 memory"
"2312","Non classical monocytes"
"2313","CD8 naive"
"2314","CD4 naive II"
"2315","CD56dim CD16bright NK"
"2316","Platelet-bound monocytes"
"2317","CD8 naive"
"2318","gdT cells"
"2319","CD56dim CD16bright NK"
"2320","CD56dim CD16bright NK"
"2321","MAIT-NKT cells"
"2322","CD4 naive I"
"2323","CD8 effector"
"2324","CD4 naive II"
"2325","CD4 naive I"
"2326","CD8 effector"
"2327","CD56dim CD16bright NK"
"2328","CD4 naive II"
"2329","CD4 naive I"
"2330","CD56bright CD16dim NK"
"2331","gdT cells"
"2332","Naive B"
"2333","CD56dim CD16bright NK"
"2334","CD8 memory"
"2335","CD4 naive I"
"2336","MAIT-NKT cells"
"2337","CD4 memory"
"2338","CD56dim CD16bright NK"
"2339","CD4 memory"
"2340","CD4 memory"
"2341","CD4 memory"
"2342","CD56bright CD16dim NK"
"2343","Classical monocytes"
"2344","Regulatory T cells"
"2345","CD4 naive I"
"2346","CD56dim CD16bright NK"
"2347","CD56dim CD16bright NK"
"2348","CD8 naive"
"2349","CD56bright CD16dim NK"
"2350","Classical monocytes"
"2351","CD56bright CD16dim NK"
"2352","MAIT-NKT cells"
"2353","CD4 memory"
"2354","CD4 memory"
"2355","Naive B"
"2356","CD4 naive I"
"2357","MAIT-NKT cells"
"2358","Regulatory T cells"
"2359","CD4 naive I"
"2360","Regulatory T cells"
"2361","CD4 naive II"
"2362","CD4 memory"
"2363","CD56dim CD16bright NK"
"2364","CD4 memory"
"2365","CD4 memory"
"2366","CD8 memory"
"2367","CD4 naive II"
"2368","CD56bright CD16dim NK"
"2369","CD4 naive I"
"2370","Naive B"
"2371","CD4 naive I"
"2372","Classical monocytes"
"2373","Classical monocytes"
"2374","Memory B"
"2375","Classical monocytes"
"2376","CD56dim CD16bright NK"
"2377","CD56dim CD16bright NK"
"2378","CD4 memory"
"2379","CD4 naive I"
"2380","CD8 naive"
"2381","CD4 naive I"
"2382","CD4 memory"
"2383","CD8 effector"
"2384","Naive B"
"2385","CD4 memory"
"2386","CD4 naive II"
"2387","Regulatory T cells"
"2388","Non classical monocytes"
"2389","CD8 effector"
"2390","CD8 effector"
"2391","MAIT-NKT cells"
"2392","CD8 effector"
"2393","MAIT-NKT cells"
"2394","CD4 memory"
"2395","Memory B"
"2396","MAIT-NKT cells"
"2397","CD8 naive"
"2398","CD8 effector"
"2399","CD8 memory"
"2400","Classical monocytes"
"2401","CD8 memory"
"2402","CD4 naive I"
"2403","CD8 memory"
"2404","CD4 naive I"
"2405","Platelet-bound monocytes"
"2406","CD4 memory"
"2407","CD4 memory"
"2408","CD4 memory"
"2409","CD8 naive"
"2410","Platelet-bound monocytes"
"2411","CD4 naive II"
"2412","CD8 effector"
"2413","CD4 naive I"
"2414","plasmacytoid DC"
"2415","Classical monocytes"
"2416","CD4 memory"
"2417","Regulatory T cells"
"2418","CD8 effector"
"2419","CD4 naive II"
"2420","Non classical monocytes"
"2421","MAIT-NKT cells"
"2422","CD8 naive"
"2423","CD8 naive"
"2424","CD4 memory"
"2425","Memory B"
"2426","CD8 effector"
"2427","CD4 naive I"
"2428","Classical monocytes"
"2429","CD4 naive I"
"2430","CD56dim CD16bright NK"
"2431","conventional DC"
"2432","CD4 memory"
"2433","CD8 memory"
"2434","CD4 memory"
"2435","CD4 memory"
"2436","MAIT-NKT cells"
"2437","Classical monocytes"
"2438","CD4 memory"
"2439","CD8 effector"
"2440","Naive B"
"2441","MAIT-NKT cells"
"2442","CD8 effector"
"2443","CD4 memory"
"2444","Naive B"
"2445","CD4 naive II"
"2446","CD4 naive I"
"2447","CD56dim CD16bright NK"
"2448","CD4 memory"
"2449","CD56bright CD16dim NK"
"2450","CD4 memory"
"2451","Non classical monocytes"
"2452","CD4 memory"
"2453","CD4 naive I"
"2454","CD4 naive I"
"2455","MAIT-NKT cells"
"2456","CD8 memory"
"2457","CD4 memory"
"2458","CD4 naive I"
"2459","conventional DC"
"2460","CD4 naive I"
"2461","CD4 naive II"
"2462","CD4 memory"
"2463","CD4 memory"
"2464","CD4 naive II"
"2465","CD8 naive"
"2466","MAIT-NKT cells"
"2467","CD4 memory"
"2468","CD8 naive"
"2469","CD56bright CD16dim NK"
"2470","Neutrophils"
"2471","Memory B"
"2472","CD8 naive"
"2473","Platelet-bound monocytes"
"2474","CD56bright CD16dim NK"
"2475","CD8 memory"
"2476","CD4 memory"
"2477","CD4 naive I"
"2478","CD8 memory"
"2479","CD8 effector"
"2480","CD56dim CD16bright NK"
"2481","Non classical monocytes"
"2482","CD4 naive I"
"2483","CD4 memory"
"2484","CD4 naive I"
"2485","CD4 naive II"
"2486","CD56dim CD16bright NK"
"2487","Classical monocytes"
"2488","CD4 naive I"
"2489","gdT cells"
"2490","MAIT-NKT cells"
"2491","CD8 naive"
"2492","CD4 memory"
"2493","CD56dim CD16bright NK"
"2494","CD4 naive I"
"2495","CD4 memory"
"2496","CD56bright CD16dim NK"
"2497","CD8 memory"
"2498","CD4 memory"
"2499","CD4 memory"
"2500","gdT cells"
"2501","CD4 memory"
"2502","CD4 memory"
"2503","NK-monocyte doublets"
"2504","Classical monocytes"
"2505","CD4 naive I"
"2506","Classical monocytes"
"2507","CD4 naive I"
"2508","CD4 memory"
"2509","CD8 memory"
"2510","CD4 memory"
"2511","CD8 effector"
"2512","CD4 memory"
"2513","Memory B"
"2514","Naive B"
"2515","CD4 memory"
"2516","MAIT-NKT cells"
"2517","Non classical monocytes"
"2518","Non classical monocytes"
"2519","CD8 naive"
"2520","CD4 memory"
"2521","CD8 memory"
"2522","CD8 effector"
"2523","CD4 memory"
"2524","CD4 memory"
"2525","CD4 naive I"
"2526","CD56dim CD16bright NK"
"2527","Classical monocytes"
"2528","CD4 memory"
"2529","CD4 naive I"
"2530","Memory B"
"2531","CD4 naive I"
"2532","CD8 memory"
"2533","CD8 memory"
"2534","Non classical monocytes"
"2535","CD4 memory"
"2536","Regulatory T cells"
"2537","CD8 effector"
"2538","gdT cells"
"2539","CD4 naive II"
"2540","Memory B"
"2541","Classical monocytes"
"2542","CD4 memory"
"2543","CD8 naive"
"2544","CD8 memory"
"2545","Naive B"
"2546","CD8 effector"
"2547","MAIT-NKT cells"
"2548","Classical monocytes"
"2549","MAIT-NKT cells"
"2550","CD56bright CD16dim NK"
"2551","CD8 naive"
"2552","CD8 effector"
"2553","CD4 naive I"
"2554","CD8 naive"
"2555","MAIT-NKT cells"
"2556","gdT cells"
"2557","CD4 memory"
"2558","CD8 memory"
"2559","CD4 memory"
"2560","CD8 memory"
"2561","Memory B"
"2562","CD4 naive I"
"2563","CD4 memory"
"2564","CD56dim CD16bright NK"
"2565","CD56dim CD16bright NK"
"2566","MAIT-NKT cells"
"2567","MAIT-NKT cells"
"2568","CD4 memory"
"2569","CD8 effector"
"2570","Neutrophils"
"2571","MAIT-NKT cells"
"2572","CD56dim CD16bright NK"
"2573","CD4 memory"
"2574","Classical monocytes"
"2575","CD4 memory"
"2576","CD4 naive I"
"2577","Regulatory T cells"
"2578","CD8 memory"
"2579","CD4 memory"
"2580","Classical monocytes"
"2581","CD56dim CD16bright NK"
"2582","CD56dim CD16bright NK"
"2583","Classical monocytes"
"2584","CD8 naive"
"2585","CD4 memory"
"2586","CD8 naive"
"2587","CD4 naive I"
"2588","Classical monocytes"
"2589","CD4 naive II"
"2590","CD8 memory"
"2591","CD56dim CD16bright NK"
"2592","CD4 memory"
"2593","CD4 memory"
"2594","gdT cells"
"2595","CD4 memory"
"2596","Classical monocytes"
"2597","CD4 naive I"
"2598","MAIT-NKT cells"
"2599","CD56dim CD16bright NK"
"2600","Classical monocytes"
"2601","CD4 naive I"
"2602","MAIT-NKT cells"
"2603","CD8 naive"
"2604","MAIT-NKT cells"
"2605","CD4 memory"
"2606","CD4 naive I"
"2607","CD8 naive"
"2608","Naive B"
"2609","CD8 effector"
"2610","Classical monocytes"
"2611","CD56dim CD16bright NK"
"2612","Memory B"
"2613","MAIT-NKT cells"
"2614","CD8 effector"
"2615","CD8 naive"
"2616","CD56dim CD16bright NK"
"2617","CD8 effector"
"2618","CD4 naive II"
"2619","CD4 memory"
"2620","CD4 naive I"
"2621","T-NK-B cell doublets"
"2622","CD4 naive II"
"2623","CD8 effector"
"2624","gdT cells"
"2625","CD4 memory"
"2626","CD56dim CD16bright NK"
"2627","CD56dim CD16bright NK"
"2628","CD8 naive"
"2629","CD56bright CD16dim NK"
"2630","CD4 naive I"
"2631","CD8 memory"
"2632","Classical monocytes"
"2633","CD56dim CD16bright NK"
"2634","CD8 naive"
"2635","Non classical monocytes"
"2636","CD56dim CD16bright NK"
"2637","Naive B"
"2638","CD4 memory"
"2639","CD8 memory"
"2640","CD4 naive II"
"2641","CD56dim CD16bright NK"
"2642","CD4 and CD8 activated memory"
"2643","CD56dim CD16bright NK"
"2644","gdT cells"
"2645","CD4 naive I"
"2646","Neutrophils"
"2647","CD8 memory"
"2648","CD4 naive I"
"2649","CD56bright CD16dim NK"
"2650","CD8 naive"
"2651","MAIT-NKT cells"
"2652","CD4 naive I"
"2653","CD4 naive I"
"2654","CD56bright CD16dim NK"
"2655","gdT cells"
"2656","CD4 memory"
"2657","CD4 memory"
"2658","MAIT-NKT cells"
"2659","CD8 effector"
"2660","MAIT-NKT cells"
"2661","CD8 naive"
"2662","CD8 memory"
"2663","CD56dim CD16bright NK"
"2664","CD8 effector"
"2665","CD8 naive"
"2666","Classical monocytes"
"2667","CD4 naive II"
"2668","CD56dim CD16bright NK"
"2669","CD8 effector"
"2670","CD8 effector"
"2671","Neutrophils"
"2672","MAIT-NKT cells"
"2673","MAIT-NKT cells"
"2674","CD4 memory"
"2675","Classical monocytes"
"2676","Classical monocytes"
"2677","conventional DC"
"2678","CD8 effector"
"2679","CD56dim CD16bright NK"
"2680","Classical monocytes"
"2681","Naive B"
"2682","Neutrophils"
"2683","CD4 memory"
"2684","CD4 memory"
"2685","CD8 naive"
"2686","CD4 naive I"
"2687","CD8 naive"
"2688","CD4 memory"
"2689","NK-T doublets"
"2690","CD4 naive II"
"2691","CD4 naive I"
"2692","CD4 memory"
"2693","CD4 memory"
"2694","CD4 memory"
"2695","CD4 naive I"
"2696","CD8 naive"
"2697","CD4 naive II"
"2698","CD8 memory"
"2699","CD4 memory"
"2700","CD56dim CD16bright NK"
"2701","CD4 memory"
"2702","CD8 effector"
"2703","MAIT-NKT cells"
"2704","CD56dim CD16bright NK"
"2705","CD8 memory"
"2706","CD8 memory"
"2707","CD4 naive I"
"2708","CD4 naive II"
"2709","CD4 memory"
"2710","gdT cells"
"2711","CD4 naive II"
"2712","CD4 naive I"
"2713","CD8 effector"
"2714","CD8 memory"
"2715","conventional DC"
"2716","CD4 memory"
"2717","CD4 naive I"
"2718","CD56dim CD16bright NK"
"2719","Proliferating T and NK cell"
"2720","Naive B"
"2721","CD8 effector"
"2722","CD8 memory"
"2723","CD4 naive II"
"2724","CD4 naive I"
"2725","Classical monocytes"
"2726","CD4 naive I"
"2727","Non classical monocytes"
"2728","Classical monocytes"
"2729","CD4 naive I"
"2730","CD8 effector"
"2731","Non classical monocytes"
"2732","Classical monocytes"
"2733","Regulatory T cells"
"2734","plasmacytoid DC"
"2735","CD4 memory"
"2736","CD4 naive I"
"2737","CD8 memory"
"2738","CD56dim CD16bright NK"
"2739","Non classical monocytes"
"2740","CD4 naive II"
"2741","CD56dim CD16bright NK"
"2742","CD8 naive"
"2743","CD4 memory"
"2744","Neutrophils"
"2745","CD4 naive I"
"2746","CD4 naive I"
"2747","Proliferating T and NK cell"
"2748","CD4 naive I"
"2749","CD56dim CD16bright NK"
"2750","CD8 memory"
"2751","MAIT-NKT cells"
"2752","CD4 memory"
"2753","CD8 memory"
"2754","CD8 naive"
"2755","CD4 naive I"
"2756","CD56dim CD16bright NK"
"2757","CD4 naive I"
"2758","MAIT-NKT cells"
"2759","Naive B"
"2760","Naive B"
"2761","CD56dim CD16bright NK"
"2762","Regulatory T cells"
"2763","CD56dim CD16bright NK"
"2764","MAIT-NKT cells"
"2765","CD8 effector"
"2766","CD8 naive"
"2767","Neutrophils"
"2768","CD4 memory"
"2769","CD8 effector"
"2770","CD8 naive"
"2771","gdT cells"
"2772","CD8 naive"
"2773","CD4 memory"
"2774","CD4 naive II"
"2775","MAIT-NKT cells"
"2776","CD56dim CD16bright NK"
"2777","CD8 memory"
"2778","MAIT-NKT cells"
"2779","CD4 memory"
"2780","CD4 memory"
"2781","CD8 naive"
"2782","CD4 memory"
"2783","CD56dim CD16bright NK"
"2784","CD8 effector"
"2785","CD4 naive II"
"2786","CD4 memory"
"2787","CD8 naive"
"2788","Classical monocytes"
"2789","CD4 and CD8 activated memory"
"2790","MAIT-NKT cells"
"2791","CD4 memory"
"2792","MAIT-NKT cells"
"2793","CD8 naive"
"2794","MAIT-NKT cells"
"2795","CD8 memory"
"2796","CD4 naive I"
"2797","Memory B"
"2798","MAIT-NKT cells"
"2799","CD4 naive II"
"2800","Regulatory T cells"
"2801","MAIT-NKT cells"
"2802","CD4 naive I"
"2803","CD4 memory"
"2804","Naive B"
"2805","CD8 effector"
"2806","CD4 memory"
"2807","CD8 effector"
"2808","CD56dim CD16bright NK"
"2809","CD8 naive"
"2810","CD8 naive"
"2811","CD4 naive I"
"2812","CD4 memory"
"2813","CD56dim CD16bright NK"
"2814","CD4 naive I"
"2815","MAIT-NKT cells"
"2816","CD8 effector"
"2817","CD8 effector"
"2818","MAIT-NKT cells"
"2819","CD4 memory"
"2820","MAIT-NKT cells"
"2821","CD4 naive I"
"2822","CD4 naive I"
"2823","CD8 effector"
"2824","CD56dim CD16bright NK"
"2825","CD8 effector"
"2826","CD4 naive I"
"2827","NK-T doublets"
"2828","MAIT-NKT cells"
"2829","MAIT-NKT cells"
"2830","CD56dim CD16bright NK"
"2831","Neutrophils"
"2832","CD4 and CD8 activated memory"
"2833","CD8 effector"
"2834","CD4 memory"
"2835","CD8 effector"
"2836","CD4 memory"
"2837","CD8 naive"
"2838","CD56bright CD16dim NK"
"2839","MAIT-NKT cells"
"2840","MAIT-NKT cells"
"2841","CD4 memory"
"2842","Regulatory T cells"
"2843","MAIT-NKT cells"
"2844","CD8 naive"
"2845","Classical monocytes"
"2846","CD4 memory"
"2847","CD4 naive I"
"2848","CD8 naive"
"2849","CD8 memory"
"2850","CD4 naive I"
"2851","CD4 memory"
"2852","Non classical monocytes"
"2853","T-NK-B cell doublets"
"2854","CD4 memory"
"2855","Non classical monocytes"
"2856","CD56dim CD16bright NK"
"2857","CD4 memory"
"2858","CD4 naive I"
"2859","gdT cells"
"2860","CD4 naive I"
"2861","CD8 memory"
"2862","CD8 memory"
"2863","Non classical monocytes"
"2864","CD8 naive"
"2865","CD56dim CD16bright NK"
"2866","CD8 naive"
"2867","Memory B"
"2868","T-NK-B cell doublets"
"2869","CD8 naive"
"2870","CD8 naive"
"2871","CD4 memory"
"2872","MAIT-NKT cells"
"2873","CD4 naive I"
"2874","CD4 naive II"
"2875","CD8 naive"
"2876","CD4 memory"
"2877","gdT cells"
"2878","Naive B"
"2879","CD8 effector"
"2880","CD4 naive I"
"2881","Classical monocytes"
"2882","CD56dim CD16bright NK"
"2883","Regulatory T cells"
"2884","CD8 memory"
"2885","CD8 effector"
"2886","CD8 naive"
"2887","CD4 naive II"
"2888","CD4 naive I"
"2889","CD4 memory"
"2890","gdT cells"
"2891","Naive B"
"2892","CD4 naive I"
"2893","CD8 effector"
"2894","CD8 memory"
"2895","MAIT-NKT cells"
"2896","CD4 naive I"
"2897","Naive B"
"2898","CD4 and CD8 activated memory"
"2899","Platelet-bound monocytes"
"2900","CD8 memory"
"2901","Neutrophils"
"2902","CD8 effector"
"2903","CD4 naive I"
"2904","CD4 naive I"
"2905","CD4 naive I"
"2906","CD4 memory"
"2907","CD56dim CD16bright NK"
"2908","Naive B"
"2909","CD4 naive II"
"2910","Neutrophils"
"2911","Naive B"
"2912","MAIT-NKT cells"
"2913","Non classical monocytes"
"2914","CD4 naive I"
"2915","CD8 naive"
"2916","CD56dim CD16bright NK"
"2917","CD8 effector"
"2918","Memory B"
"2919","CD4 naive I"
"2920","MAIT-NKT cells"
"2921","CD56dim CD16bright NK"
"2922","MAIT-NKT cells"
"2923","CD8 memory"
"2924","gdT cells"
"2925","CD4 naive I"
"2926","CD56dim CD16bright NK"
"2927","CD4 naive II"
"2928","Non classical monocytes"
"2929","CD4 naive I"
"2930","CD4 memory"
"2931","Naive B"
"2932","CD4 and CD8 activated memory"
"2933","CD4 naive II"
"2934","NK-monocyte doublets"
"2935","Memory B"
"2936","CD8 memory"
"2937","CD8 effector"
"2938","CD4 naive II"
"2939","CD56dim CD16bright NK"
"2940","Naive B"
"2941","CD4 memory"
"2942","CD56bright CD16dim NK"
"2943","CD4 memory"
"2944","CD8 effector"
"2945","Naive B"
"2946","Proliferating T and NK cell"
"2947","CD4 memory"
"2948","Memory B"
"2949","CD4 memory"
"2950","MAIT-NKT cells"
"2951","CD4 naive I"
"2952","CD4 memory"
"2953","Classical monocytes"
"2954","CD8 naive"
"2955","CD8 naive"
"2956","CD8 memory"
"2957","CD56dim CD16bright NK"
"2958","gdT cells"
"2959","CD4 naive II"
"2960","CD4 naive I"
"2961","MAIT-NKT cells"
"2962","CD8 naive"
"2963","CD4 naive I"
"2964","CD4 memory"
"2965","CD4 naive I"
"2966","CD4 memory"
"2967","CD4 memory"
"2968","CD4 memory"
"2969","CD8 effector"
"2970","Non classical monocytes"
"2971","CD4 naive I"
"2972","Classical monocytes"
"2973","CD4 naive I"
"2974","Naive B"
"2975","CD56dim CD16bright NK"
"2976","NK-T doublets"
"2977","Platelet-bound monocytes"
"2978","MAIT-NKT cells"
"2979","CD4 memory"
"2980","CD56dim CD16bright NK"
"2981","CD56dim CD16bright NK"
"2982","CD4 naive I"
"2983","plasmacytoid DC"
"2984","CD8 memory"
"2985","CD4 naive II"
"2986","CD4 memory"
"2987","CD4 memory"
"2988","CD8 effector"
"2989","CD8 memory"
"2990","CD4 memory"
"2991","CD4 naive I"
"2992","MAIT-NKT cells"
"2993","Memory B"
"2994","CD4 naive I"
"2995","CD8 effector"
"2996","CD4 naive I"
"2997","CD4 naive II"
"2998","Classical monocytes"
"2999","Naive B"
"3000","CD4 naive II"
"3001","CD4 naive II"
"3002","Naive B"
"3003","CD4 naive I"
"3004","CD56dim CD16bright NK"
"3005","CD4 memory"
"3006","CD56dim CD16bright NK"
"3007","CD4 memory"
"3008","CD8 memory"
"3009","CD4 and CD8 activated memory"
"3010","CD4 memory"
"3011","CD4 naive I"
"3012","MAIT-NKT cells"
"3013","CD4 naive I"
"3014","CD56dim CD16bright NK"
"3015","CD4 naive II"
"3016","Platelets"
"3017","CD4 and CD8 activated memory"
"3018","CD56bright CD16dim NK"
"3019","CD8 naive"
"3020","MAIT-NKT cells"
"3021","CD4 memory"
"3022","CD56dim CD16bright NK"
"3023","NK-monocyte doublets"
"3024","CD4 naive II"
"3025","CD4 memory"
"3026","CD4 naive I"
"3027","Regulatory T cells"
"3028","CD8 effector"
"3029","T-NK-B cell doublets"
"3030","CD4 naive I"
"3031","CD4 naive I"
"3032","CD4 memory"
"3033","CD4 memory"
"3034","CD8 naive"
"3035","CD8 effector"
"3036","CD4 naive I"
"3037","MAIT-NKT cells"
"3038","MAIT-NKT cells"
"3039","CD4 naive I"
"3040","CD8 memory"
"3041","CD8 memory"
"3042","Classical monocytes"
"3043","CD8 effector"
"3044","CD56dim CD16bright NK"
"3045","CD4 naive I"
"3046","MAIT-NKT cells"
"3047","CD4 naive II"
"3048","Naive B"
"3049","CD8 effector"
"3050","CD8 effector"
"3051","CD8 memory"
"3052","conventional DC"
"3053","Proliferating T and NK cell"
"3054","CD4 memory"
"3055","Non classical monocytes"
"3056","CD4 memory"
"3057","CD4 memory"
"3058","CD4 memory"
"3059","Memory B"
"3060","CD8 effector"
"3061","CD4 memory"
"3062","CD56dim CD16bright NK"
"3063","gdT cells"
"3064","CD4 memory"
"3065","Non classical monocytes"
"3066","MAIT-NKT cells"
"3067","MAIT-NKT cells"
"3068","MAIT-NKT cells"
"3069","CD4 memory"
"3070","CD4 naive I"
"3071","CD4 memory"
"3072","CD4 naive I"
"3073","gdT cells"
"3074","CD4 memory"
"3075","Non classical monocytes"
"3076","CD8 effector"
"3077","CD4 naive II"
"3078","MAIT-NKT cells"
"3079","Classical monocytes"
"3080","Memory B"
"3081","Naive B"
"3082","CD4 naive I"
"3083","CD8 memory"
"3084","CD4 memory"
"3085","CD56dim CD16bright NK"
"3086","CD8 memory"
"3087","CD4 and CD8 activated memory"
"3088","CD4 memory"
"3089","CD4 memory"
"3090","Classical monocytes"
"3091","CD4 memory"
"3092","CD4 naive I"
"3093","CD4 naive I"
"3094","CD56bright CD16dim NK"
"3095","CD56bright CD16dim NK"
"3096","MAIT-NKT cells"
"3097","CD56dim CD16bright NK"
"3098","MAIT-NKT cells"
"3099","CD8 naive"
"3100","CD8 naive"
"3101","gdT cells"
"3102","MAIT-NKT cells"
"3103","CD8 naive"
"3104","Memory B"
"3105","gdT cells"
"3106","CD4 memory"
"3107","CD4 naive I"
"3108","NK-T doublets"
"3109","CD8 naive"
"3110","CD4 naive I"
"3111","CD4 memory"
"3112","CD4 naive I"
"3113","CD4 memory"
"3114","CD8 effector"
"3115","Naive B"
"3116","CD4 naive II"
"3117","CD4 memory"
"3118","Naive B"
"3119","CD8 naive"
"3120","Memory B"
"3121","Memory B"
"3122","CD4 memory"
"3123","CD4 naive I"
"3124","CD8 naive"
"3125","CD4 memory"
"3126","CD8 effector"
"3127","CD8 memory"
"3128","CD8 naive"
"3129","Classical monocytes"
"3130","CD4 naive I"
"3131","Classical monocytes"
"3132","NK-monocyte doublets"
"3133","MAIT-NKT cells"
"3134","CD4 naive II"
"3135","CD8 memory"
"3136","CD4 memory"
"3137","MAIT-NKT cells"
"3138","CD4 naive II"
"3139","CD8 naive"
"3140","CD4 naive I"
"3141","CD4 memory"
"3142","Classical monocytes"
"3143","CD4 memory"
"3144","T-NK-B cell doublets"
"3145","CD4 memory"
"3146","CD8 effector"
"3147","CD8 naive"
"3148","CD4 naive I"
"3149","CD4 memory"
"3150","MAIT-NKT cells"
"3151","CD56dim CD16bright NK"
"3152","Regulatory T cells"
"3153","MAIT-NKT cells"
"3154","MAIT-NKT cells"
"3155","CD56dim CD16bright NK"
"3156","CD4 memory"
"3157","CD4 memory"
"3158","MAIT-NKT cells"
"3159","CD4 naive I"
"3160","CD8 effector"
"3161","CD4 memory"
"3162","Classical monocytes"
"3163","MAIT-NKT cells"
"3164","Platelet-bound monocytes"
"3165","CD4 naive I"
"3166","CD4 memory"
"3167","MAIT-NKT cells"
"3168","CD4 naive I"
"3169","CD4 naive II"
"3170","Proliferating T and NK cell"
"3171","CD8 effector"
"3172","CD8 naive"
"3173","CD4 naive II"
"3174","CD4 naive I"
"3175","CD4 and CD8 activated memory"
"3176","CD4 memory"
"3177","CD8 memory"
"3178","MAIT-NKT cells"
"3179","Classical monocytes"
"3180","CD4 memory"
"3181","plasmacytoid DC"
"3182","Classical monocytes"
"3183","CD4 memory"
"3184","CD56bright CD16dim NK"
"3185","CD4 and CD8 activated memory"
"3186","Non classical monocytes"
"3187","CD56dim CD16bright NK"
"3188","Classical monocytes"
"3189","gdT cells"
"3190","Memory B"
"3191","MAIT-NKT cells"
"3192","CD4 memory"
"3193","plasmacytoid DC"
"3194","CD8 memory"
"3195","MAIT-NKT cells"
"3196","CD4 naive I"
"3197","CD4 naive I"
"3198","Non classical monocytes"
"3199","CD56dim CD16bright NK"
"3200","CD56dim CD16bright NK"
"3201","Naive B"
"3202","CD4 memory"
"3203","CD4 memory"
"3204","CD4 memory"
"3205","CD56dim CD16bright NK"
"3206","Naive B"
"3207","CD56dim CD16bright NK"
"3208","MAIT-NKT cells"
"3209","CD56dim CD16bright NK"
"3210","CD4 and CD8 activated memory"
"3211","CD56dim CD16bright NK"
"3212","CD4 memory"
"3213","CD56dim CD16bright NK"
"3214","CD8 memory"
"3215","CD4 naive I"
"3216","CD8 effector"
"3217","plasmacytoid DC"
"3218","CD4 naive I"
"3219","Memory B"
"3220","CD4 naive II"
"3221","CD4 naive II"
"3222","CD4 naive I"
"3223","T-NK-B cell doublets"
"3224","CD4 naive I"
"3225","CD4 memory"
"3226","CD4 memory"
"3227","CD56dim CD16bright NK"
"3228","CD4 memory"
"3229","gdT cells"
"3230","CD4 memory"
"3231","Memory B"
"3232","CD56dim CD16bright NK"
"3233","CD56dim CD16bright NK"
"3234","Classical monocytes"
"3235","CD8 memory"
"3236","Classical monocytes"
"3237","CD4 naive I"
"3238","MAIT-NKT cells"
"3239","CD4 naive II"
"3240","CD56dim CD16bright NK"
"3241","Classical monocytes"
"3242","CD4 memory"
"3243","Classical monocytes"
"3244","CD8 naive"
"3245","CD56bright CD16dim NK"
"3246","CD4 naive I"
"3247","gdT cells"
"3248","CD8 effector"
"3249","MAIT-NKT cells"
"3250","CD8 naive"
"3251","CD56dim CD16bright NK"
"3252","CD4 memory"
"3253","CD8 naive"
"3254","CD4 and CD8 activated memory"
"3255","Memory B"
"3256","CD4 memory"
"3257","CD8 memory"
"3258","Regulatory T cells"
"3259","CD8 effector"
"3260","CD4 memory"
"3261","CD56dim CD16bright NK"
"3262","CD8 memory"
"3263","NK-T doublets"
"3264","CD4 naive I"
"3265","CD4 naive I"
"3266","CD4 memory"
"3267","CD8 memory"
"3268","MAIT-NKT cells"
"3269","T-NK-B cell doublets"
"3270","CD4 naive I"
"3271","Memory B"
"3272","CD8 effector"
"3273","CD56dim CD16bright NK"
"3274","MAIT-NKT cells"
"3275","gdT cells"
"3276","plasmacytoid DC"
"3277","CD8 naive"
"3278","CD4 memory"
"3279","CD4 naive II"
"3280","CD4 memory"
"3281","CD4 memory"
"3282","MAIT-NKT cells"
"3283","CD8 naive"
"3284","CD8 naive"
"3285","conventional DC"
"3286","CD4 naive II"
"3287","MAIT-NKT cells"
"3288","MAIT-NKT cells"
"3289","CD8 memory"
"3290","CD8 effector"
"3291","CD8 effector"
"3292","CD4 naive I"
"3293","CD4 memory"
"3294","Neutrophils"
"3295","Memory B"
"3296","CD4 naive II"
"3297","Non classical monocytes"
"3298","CD4 memory"
"3299","CD4 naive I"
"3300","MAIT-NKT cells"
"3301","CD56dim CD16bright NK"
"3302","Naive B"
"3303","CD56dim CD16bright NK"
"3304","CD8 naive"
"3305","Regulatory T cells"
"3306","T-NK-B cell doublets"
"3307","CD8 effector"
