"","x"
"2860","CD56dim CD16bright NK"
"2861","CD8 effector"
"2862","CD56dim CD16bright NK"
"2863","CD4 naive I"
"2864","Neutrophils"
"2865","CD4 naive II"
"2866","Platelet-bound monocytes"
"2867","CD56dim CD16bright NK"
"2868","CD8 naive"
"2869","CD56dim CD16bright NK"
"2870","CD4 naive I"
"2871","CD4 memory"
"2872","Neutrophils"
"2873","CD56dim CD16bright NK"
"2874","MAIT-NKT cells"
"2875","MAIT-NKT cells"
"2876","Non classical monocytes"
"2877","MAIT-NKT cells"
"2878","CD56dim CD16bright NK"
"2879","Non classical monocytes"
"2880","Classical monocytes"
"2881","Neutrophils"
"2882","CD56dim CD16bright NK"
"2883","CD8 memory"
"2884","CD4 naive II"
"2885","CD56dim CD16bright NK"
"2886","CD8 effector"
"2887","CD4 memory"
"2888","Classical monocytes"
"2889","CD8 memory"
"2890","CD4 memory"
"2891","Non classical monocytes"
"2892","CD4 memory"
"2893","CD56dim CD16bright NK"
"2894","Classical monocytes"
"2895","NK-monocyte doublets"
"2896","CD56dim CD16bright NK"
"2897","Classical monocytes"
"2898","Memory B"
"2899","Neutrophils"
"2900","gdT cells"
"2901","Classical monocytes"
"2902","gdT cells"
"2903","CD4 naive I"
"2904","gdT cells"
"2905","CD56bright CD16dim NK"
"2906","CD4 naive I"
"2907","CD8 effector"
"2908","Naive B"
"2909","CD8 effector"
"2910","CD56dim CD16bright NK"
"2911","CD56bright CD16dim NK"
"2912","CD56dim CD16bright NK"
"2913","CD56bright CD16dim NK"
"2914","NK-T doublets"
"2915","Neutrophils"
"2916","CD4 naive I"
"2917","gdT cells"
"2918","CD4 naive II"
"2919","CD8 effector"
"2920","CD4 memory"
"2921","Regulatory T cells"
"2922","Neutrophils"
"2923","Non classical monocytes"
"2924","Classical monocytes"
"2925","CD4 naive I"
"2926","T-NK-B cell doublets"
"2927","Classical monocytes"
"2928","CD56bright CD16dim NK"
"2929","gdT cells"
"2930","MAIT-NKT cells"
"2931","T-NK-B cell doublets"
"2932","NK-T doublets"
"2933","CD8 naive"
"2934","CD8 naive"
"2935","Memory B"
"2936","CD4 memory"
"2937","CD56dim CD16bright NK"
"2938","CD4 memory"
"2939","CD56dim CD16bright NK"
"2940","CD56dim CD16bright NK"
"2941","CD8 effector"
"2942","CD8 memory"
"2943","CD4 naive I"
"2944","CD8 effector"
"2945","CD56dim CD16bright NK"
"2946","CD4 memory"
"2947","CD8 naive"
"2948","Memory B"
"2949","CD4 memory"
"2950","CD4 memory"
"2951","CD4 memory"
"2952","Classical monocytes"
"2953","CD56dim CD16bright NK"
"2954","CD8 effector"
"2955","Classical monocytes"
"2956","NK-T doublets"
"2957","CD4 memory"
"2958","Naive B"
"2959","CD4 memory"
"2960","CD4 naive II"
"2961","Neutrophils"
"2962","CD4 memory"
"2963","CD56bright CD16dim NK"
"2964","CD4 naive II"
"2965","CD4 naive I"
"2966","CD4 naive I"
"2967","NK-T doublets"
"2968","gdT cells"
"2969","CD4 naive I"
"2970","CD4 memory"
"2971","Neutrophils"
"2972","CD56dim CD16bright NK"
"2973","CD4 memory"
"2974","Classical monocytes"
"2975","MAIT-NKT cells"
"2976","gdT cells"
"2977","MAIT-NKT cells"
"2978","conventional DC"
"2979","CD4 naive I"
"2980","CD8 effector"
"2981","Non classical monocytes"
"2982","CD4 naive I"
"2983","gdT cells"
"2984","Classical monocytes"
"2985","CD4 naive I"
"2986","CD56dim CD16bright NK"
"2987","Classical monocytes"
"2988","CD4 naive I"
"2989","Classical monocytes"
"2990","Non classical monocytes"
"2991","CD8 effector"
"2992","Non classical monocytes"
"2993","CD56dim CD16bright NK"
"2994","CD56bright CD16dim NK"
"2995","MAIT-NKT cells"
"2996","CD56dim CD16bright NK"
"2997","CD8 memory"
"2998","CD4 memory"
"2999","NK-monocyte doublets"
"3000","CD56dim CD16bright NK"
"3001","CD56dim CD16bright NK"
"3002","CD56dim CD16bright NK"
"3003","CD4 naive I"
"3004","Naive B"
"3005","Classical monocytes"
"3006","CD4 naive I"
"3007","Platelet-bound monocytes"
"3008","T-NK-B cell doublets"
"3009","CD4 memory"
"3010","Classical monocytes"
"3011","CD8 naive"
"3012","Classical monocytes"
"3013","gdT cells"
"3014","CD4 naive II"
"3015","CD8 memory"
"3016","Naive B"
"3017","CD8 naive"
"3018","CD8 effector"
"3019","CD8 naive"
"3020","CD8 effector"
"3021","CD8 memory"
"3022","CD56dim CD16bright NK"
"3023","Naive B"
"3024","CD4 naive I"
"3025","CD4 naive II"
"3026","CD4 naive II"
"3027","gdT cells"
"3028","Naive B"
"3029","Regulatory T cells"
"3030","CD4 memory"
"3031","Neutrophils"
"3032","gdT cells"
"3033","Non classical monocytes"
"3034","CD4 naive I"
"3035","gdT cells"
"3036","CD56dim CD16bright NK"
"3037","Platelet-bound monocytes"
"3038","CD8 effector"
"3039","CD8 memory"
"3040","CD8 effector"
"3041","CD4 memory"
"3042","Non classical monocytes"
"3043","CD4 naive I"
"3044","CD56dim CD16bright NK"
"3045","CD56dim CD16bright NK"
"3046","CD8 effector"
"3047","Non classical monocytes"
"3048","CD56dim CD16bright NK"
"3049","CD4 naive I"
"3050","CD8 naive"
"3051","MAIT-NKT cells"
"3052","Non classical monocytes"
"3053","Proliferating T and NK cell"
"3054","Platelet-bound monocytes"
"3055","CD56dim CD16bright NK"
"3056","Classical monocytes"
"3057","CD56dim CD16bright NK"
"3058","T-NK-B cell doublets"
"3059","MAIT-NKT cells"
"3060","Classical monocytes"
"3061","Regulatory T cells"
"3062","Neutrophils"
"3063","gdT cells"
"3064","CD4 memory"
"3065","CD4 memory"
"3066","MAIT-NKT cells"
"3067","CD8 effector"
"3068","NK-monocyte doublets"
"3069","CD56dim CD16bright NK"
"3070","CD8 memory"
"3071","CD8 naive"
"3072","T-NK-B cell doublets"
"3073","CD4 naive II"
"3074","CD56bright CD16dim NK"
"3075","CD4 memory"
"3076","CD56dim CD16bright NK"
"3077","CD56dim CD16bright NK"
"3078","CD4 naive II"
"3079","CD56dim CD16bright NK"
"3080","CD56dim CD16bright NK"
"3081","gdT cells"
"3082","gdT cells"
"3083","Naive B"
"3084","Non classical monocytes"
"3085","CD4 naive I"
"3086","Classical monocytes"
"3087","CD56bright CD16dim NK"
"3088","CD8 naive"
"3089","Platelet-bound monocytes"
"3090","CD8 effector"
"3091","CD4 memory"
"3092","CD56dim CD16bright NK"
"3093","CD56dim CD16bright NK"
"3094","Classical monocytes"
"3095","CD8 naive"
"3096","CD8 effector"
"3097","CD8 memory"
"3098","CD56dim CD16bright NK"
"3099","CD56dim CD16bright NK"
"3100","CD8 memory"
"3101","gdT cells"
"3102","CD4 memory"
"3103","Classical monocytes"
"3104","MAIT-NKT cells"
"3105","T-NK-B cell doublets"
"3106","plasmacytoid DC"
"3107","CD56dim CD16bright NK"
"3108","CD4 memory"
"3109","CD56dim CD16bright NK"
"3110","CD4 memory"
"3111","CD4 memory"
"3112","Neutrophils"
"3113","Memory B"
"3114","CD56dim CD16bright NK"
"3115","CD4 and CD8 activated memory"
"3116","Classical monocytes"
"3117","CD56dim CD16bright NK"
"3118","gdT cells"
"3119","CD56dim CD16bright NK"
"3120","CD4 memory"
"3121","Regulatory T cells"
"3122","Regulatory T cells"
"3123","CD56dim CD16bright NK"
"3124","CD8 naive"
"3125","CD4 naive II"
"3126","CD4 naive I"
"3127","CD4 naive I"
"3128","CD8 memory"
"3129","CD4 memory"
"3130","CD8 memory"
"3131","CD4 memory"
"3132","CD4 naive II"
"3133","CD56dim CD16bright NK"
"3134","CD4 memory"
"3135","CD8 naive"
"3136","CD8 naive"
"3137","CD4 and CD8 activated memory"
"3138","Non classical monocytes"
"3139","CD4 naive I"
"3140","CD56dim CD16bright NK"
"3141","CD4 naive II"
"3142","gdT cells"
"3143","CD56dim CD16bright NK"
"3144","CD8 memory"
"3145","CD8 memory"
"3146","CD56dim CD16bright NK"
"3147","CD4 memory"
"3148","NK-monocyte doublets"
"3149","gdT cells"
"3150","CD4 naive II"
"3151","CD56dim CD16bright NK"
"3152","CD8 memory"
"3153","Naive B"
"3154","CD56dim CD16bright NK"
"3155","Naive B"
"3156","Naive B"
"3157","CD56dim CD16bright NK"
"3158","CD56bright CD16dim NK"
"3159","Non classical monocytes"
"3160","CD8 naive"
"3161","CD4 memory"
"3162","CD8 effector"
"3163","CD4 naive II"
"3164","gdT cells"
"3165","CD4 naive I"
"3166","CD4 naive I"
"3167","Naive B"
"3168","CD56dim CD16bright NK"
"3169","CD8 effector"
"3170","Classical monocytes"
"3171","CD8 naive"
"3172","CD56dim CD16bright NK"
"3173","CD8 effector"
"3174","CD4 naive II"
"3175","Non classical monocytes"
"3176","Platelets"
"3177","CD4 naive I"
"3178","CD56dim CD16bright NK"
"3179","CD4 naive I"
"3180","conventional DC"
"3181","CD4 naive I"
"3182","CD4 memory"
"3183","CD56dim CD16bright NK"
"3184","Classical monocytes"
"3185","Naive B"
"3186","Classical monocytes"
"3187","CD56dim CD16bright NK"
"3188","CD8 naive"
"3189","CD56bright CD16dim NK"
"3190","CD8 memory"
"3191","CD56dim CD16bright NK"
"3192","Regulatory T cells"
"3193","Classical monocytes"
"3194","Classical monocytes"
"3195","Naive B"
"3196","CD4 memory"
"3197","CD56dim CD16bright NK"
"3198","CD56dim CD16bright NK"
"3199","Naive B"
"3200","CD8 naive"
"3201","Classical monocytes"
"3202","CD4 memory"
"3203","T-NK-B cell doublets"
"3204","gdT cells"
"3205","CD4 naive I"
"3206","Non classical monocytes"
"3207","CD8 memory"
"3208","Naive B"
"3209","CD56dim CD16bright NK"
"3210","CD8 effector"
"3211","CD56dim CD16bright NK"
"3212","CD4 memory"
"3213","CD4 memory"
"3214","T-NK-B cell doublets"
"3215","MAIT-NKT cells"
"3216","CD4 memory"
"3217","CD56dim CD16bright NK"
"3218","gdT cells"
"3219","Classical monocytes"
"3220","CD56dim CD16bright NK"
"3221","Regulatory T cells"
"3222","Neutrophils"
"3223","NK-monocyte doublets"
"3224","gdT cells"
"3225","CD4 naive I"
"3226","CD4 naive I"
"3227","Classical monocytes"
"3228","CD4 naive II"
"3229","Platelets"
"3230","Classical monocytes"
"3231","CD8 effector"
"3232","CD4 naive I"
"3233","Non classical monocytes"
"3234","Non classical monocytes"
"3235","Platelet-bound monocytes"
"3236","gdT cells"
"3237","Non classical monocytes"
"3238","CD4 naive II"
"3239","Naive B"
"3240","CD56dim CD16bright NK"
"3241","Naive B"
"3242","CD4 naive I"
"3243","CD56dim CD16bright NK"
"3244","gdT cells"
"3245","Classical monocytes"
"3246","Naive B"
"3247","Classical monocytes"
"3248","CD8 effector"
"3249","Neutrophils"
"3250","CD56dim CD16bright NK"
"3251","CD4 naive I"
"3252","gdT cells"
"3253","gdT cells"
"3254","gdT cells"
"3255","CD4 memory"
"3256","Naive B"
"3257","CD56dim CD16bright NK"
"3258","Platelet-bound monocytes"
"3259","CD8 effector"
"3260","CD56bright CD16dim NK"
"3261","CD8 naive"
"3262","Naive B"
"3263","Platelet-bound monocytes"
"3264","CD56dim CD16bright NK"
"3265","Platelet-bound monocytes"
"3266","CD56dim CD16bright NK"
"3267","CD4 naive I"
"3268","MAIT-NKT cells"
"3269","CD4 memory"
"3270","MAIT-NKT cells"
"3271","MAIT-NKT cells"
"3272","CD56dim CD16bright NK"
"3273","CD56dim CD16bright NK"
"3274","Memory B"
"3275","NK-monocyte doublets"
"3276","Classical monocytes"
"3277","CD4 memory"
"3278","CD4 memory"
"3279","CD56dim CD16bright NK"
"3280","CD56dim CD16bright NK"
"3281","Platelet-bound monocytes"
"3282","CD4 memory"
"3283","Naive B"
"3284","CD56dim CD16bright NK"
"3285","MAIT-NKT cells"
"3286","CD4 naive II"
"3287","Naive B"
"3288","Platelet-bound monocytes"
"3289","CD56dim CD16bright NK"
"3290","Neutrophils"
"3291","Naive B"
"3292","Non classical monocytes"
"3293","CD4 naive I"
"3294","NK-monocyte doublets"
"3295","CD4 memory"
"3296","CD8 effector"
"3297","Platelet-bound monocytes"
"3298","gdT cells"
"3299","Classical monocytes"
"3300","CD56dim CD16bright NK"
"3301","gdT cells"
"3302","CD4 naive I"
"3303","CD56dim CD16bright NK"
"3304","CD8 memory"
"3305","CD8 naive"
"3306","Classical monocytes"
"3307","CD4 memory"
"3308","CD4 memory"
"3309","CD56dim CD16bright NK"
"3310","CD56dim CD16bright NK"
"3311","Classical monocytes"
"3312","Naive B"
"3313","Classical monocytes"
"3314","CD56dim CD16bright NK"
"3315","gdT cells"
"3316","CD4 naive II"
"3317","NK-monocyte doublets"
"3318","Memory B"
"3319","CD4 naive II"
"3320","CD56dim CD16bright NK"
"3321","MAIT-NKT cells"
"3322","CD56dim CD16bright NK"
"3323","CD56dim CD16bright NK"
"3324","Platelets"
"3325","CD8 effector"
"3326","CD4 naive I"
"3327","Memory B"
"3328","CD4 naive I"
"3329","CD56dim CD16bright NK"
"3330","CD4 naive I"
"3331","CD8 naive"
"3332","Memory B"
"3333","CD56dim CD16bright NK"
"3334","Regulatory T cells"
"3335","CD4 naive II"
"3336","MAIT-NKT cells"
"3337","Classical monocytes"
"3338","CD56dim CD16bright NK"
"3339","Classical monocytes"
"3340","CD56bright CD16dim NK"
"3341","CD8 memory"
"3342","CD8 naive"
"3343","Naive B"
"3344","Classical monocytes"
"3345","CD56dim CD16bright NK"
"3346","CD8 naive"
"3347","CD4 memory"
"3348","NK-monocyte doublets"
"3349","gdT cells"
"3350","Neutrophils"
"3351","Memory B"
"3352","Platelets"
"3353","MAIT-NKT cells"
"3354","gdT cells"
"3355","Memory B"
"3356","NK-monocyte doublets"
"3357","Classical monocytes"
"3358","Naive B"
"3359","plasmacytoid DC"
"3360","CD56bright CD16dim NK"
"3361","CD4 naive I"
"3362","Classical monocytes"
"3363","CD8 effector"
"3364","Classical monocytes"
"3365","CD56dim CD16bright NK"
"3366","CD4 naive II"
"3367","gdT cells"
"3368","MAIT-NKT cells"
"3369","CD4 naive I"
"3370","CD4 naive I"
"3371","CD8 memory"
"3372","Neutrophils"
"3373","Naive B"
"3374","CD8 effector"
"3375","Non classical monocytes"
"3376","CD8 effector"
"3377","Neutrophils"
"3378","CD4 naive II"
"3379","CD56dim CD16bright NK"
"3380","CD4 memory"
"3381","Naive B"
"3382","gdT cells"
"3383","Naive B"
"3384","CD4 naive II"
"3385","NK-T doublets"
"3386","T-NK-B cell doublets"
"3387","T-NK-B cell doublets"
"3388","CD56dim CD16bright NK"
"3389","CD4 memory"
"3390","CD56dim CD16bright NK"
"3391","CD4 memory"
"3392","Classical monocytes"
"3393","Proliferating T and NK cell"
"3394","Proliferating T and NK cell"
"3395","Neutrophils"
"3396","CD4 naive II"
"3397","Classical monocytes"
"3398","CD56dim CD16bright NK"
"3399","Classical monocytes"
"3400","Naive B"
"3401","CD56dim CD16bright NK"
"3402","CD4 naive II"
"3403","Non classical monocytes"
"3404","CD8 naive"
"3405","MAIT-NKT cells"
"3406","CD56dim CD16bright NK"
"3407","gdT cells"
"3408","Classical monocytes"
"3409","CD56dim CD16bright NK"
"3410","CD4 memory"
"3411","Classical monocytes"
"3412","Platelet-bound monocytes"
"3413","Neutrophils"
"3414","CD56dim CD16bright NK"
"3415","CD4 memory"
"3416","Memory B"
"3417","CD4 naive I"
"3418","gdT cells"
"3419","Classical monocytes"
"3420","CD8 memory"
"3421","Platelet-bound monocytes"
"3422","NK-T doublets"
"3423","Classical monocytes"
"3424","Non classical monocytes"
"3425","Neutrophils"
"3426","CD8 effector"
"3427","CD8 effector"
"3428","CD4 naive II"
"3429","Classical monocytes"
"3430","CD56dim CD16bright NK"
"3431","gdT cells"
"3432","CD8 effector"
"3433","Non classical monocytes"
"3434","Classical monocytes"
"3435","CD8 naive"
"3436","CD4 naive I"
"3437","Non classical monocytes"
"3438","CD56dim CD16bright NK"
"3439","CD8 naive"
"3440","CD56bright CD16dim NK"
"3441","CD56dim CD16bright NK"
"3442","CD4 memory"
"3443","CD4 and CD8 activated memory"
"3444","CD8 naive"
"3445","CD4 memory"
"3446","gdT cells"
"3447","Naive B"
"3448","Non classical monocytes"
"3449","CD56dim CD16bright NK"
"3450","CD4 naive II"
"3451","CD8 memory"
"3452","MAIT-NKT cells"
"3453","Neutrophils"
"3454","Non classical monocytes"
"3455","CD4 naive I"
"3456","CD4 naive I"
"3457","CD4 naive I"
"3458","CD4 naive I"
"3459","CD4 naive II"
"3460","CD4 naive II"
"3461","NK-T doublets"
"3462","CD4 naive I"
"3463","CD56dim CD16bright NK"
"3464","CD56dim CD16bright NK"
"3465","CD56bright CD16dim NK"
"3466","CD8 memory"
"3467","CD4 naive I"
"3468","CD56dim CD16bright NK"
"3469","MAIT-NKT cells"
"3470","CD8 naive"
"3471","Classical monocytes"
"3472","CD4 naive II"
"3473","Neutrophils"
"3474","CD56dim CD16bright NK"
"3475","CD56dim CD16bright NK"
"3476","CD56dim CD16bright NK"
"3477","CD56dim CD16bright NK"
"3478","Naive B"
"3479","MAIT-NKT cells"
"3480","Classical monocytes"
"3481","CD56dim CD16bright NK"
"3482","CD4 memory"
"3483","CD8 effector"
"3484","CD4 naive II"
"3485","T-NK-B cell doublets"
"3486","Classical monocytes"
"3487","CD4 naive II"
"3488","CD4 memory"
"3489","CD56dim CD16bright NK"
"3490","MAIT-NKT cells"
"3491","CD56dim CD16bright NK"
"3492","CD4 memory"
"3493","Non classical monocytes"
"3494","CD56dim CD16bright NK"
"3495","CD8 memory"
"3496","CD56dim CD16bright NK"
"3497","CD56dim CD16bright NK"
"3498","Naive B"
"3499","CD8 naive"
"3500","Classical monocytes"
"3501","gdT cells"
"3502","Classical monocytes"
"3503","CD8 memory"
"3504","CD8 effector"
"3505","CD56dim CD16bright NK"
"3506","CD8 memory"
"3507","Classical monocytes"
"3508","Memory B"
"3509","Classical monocytes"
"3510","CD8 effector"
"3511","CD4 naive II"
"3512","CD56dim CD16bright NK"
"3513","CD4 naive II"
"3514","Proliferating T and NK cell"
"3515","Platelet-bound monocytes"
"3516","MAIT-NKT cells"
"3517","gdT cells"
"3518","T-NK-B cell doublets"
"3519","CD56dim CD16bright NK"
"3520","CD8 memory"
"3521","Non classical monocytes"
"3522","T-NK-B cell doublets"
"3523","CD4 naive I"
"3524","conventional DC"
"3525","Memory B"
"3526","CD56dim CD16bright NK"
"3527","Classical monocytes"
"3528","MAIT-NKT cells"
"3529","CD8 memory"
"3530","Neutrophils"
"3531","CD4 naive II"
"3532","gdT cells"
"3533","CD56dim CD16bright NK"
"3534","CD56dim CD16bright NK"
"3535","NK-monocyte doublets"
"3536","CD4 naive II"
"3537","CD56dim CD16bright NK"
"3538","CD56dim CD16bright NK"
"3539","CD56bright CD16dim NK"
"3540","CD8 naive"
"3541","Memory B"
"3542","gdT cells"
"3543","CD56dim CD16bright NK"
"3544","CD56dim CD16bright NK"
"3545","Platelet-bound monocytes"
"3546","CD56dim CD16bright NK"
"3547","gdT cells"
"3548","CD4 memory"
"3549","CD56dim CD16bright NK"
"3550","Naive B"
"3551","CD8 memory"
"3552","MAIT-NKT cells"
"3553","gdT cells"
"3554","CD56dim CD16bright NK"
"3555","gdT cells"
"3556","CD4 and CD8 activated memory"
"3557","Memory B"
"3558","CD4 memory"
"3559","Memory B"
"3560","Classical monocytes"
"3561","CD56dim CD16bright NK"
"3562","Non classical monocytes"
"3563","CD4 memory"
"3564","NK-monocyte doublets"
"3565","CD56dim CD16bright NK"
"3566","CD8 naive"
"3567","CD4 memory"
"3568","NK-T doublets"
"3569","CD56dim CD16bright NK"
"3570","Classical monocytes"
"3571","CD4 naive II"
"3572","CD8 memory"
"3573","Memory B"
"3574","CD56dim CD16bright NK"
"3575","Classical monocytes"
"3576","CD56bright CD16dim NK"
"3577","conventional DC"
"3578","Classical monocytes"
"3579","CD8 memory"
"3580","CD56dim CD16bright NK"
"3581","Platelet-bound monocytes"
"3582","Non classical monocytes"
"3583","CD56dim CD16bright NK"
"3584","CD4 naive I"
"3585","gdT cells"
"3586","MAIT-NKT cells"
"3587","CD56dim CD16bright NK"
"3588","MAIT-NKT cells"
"3589","CD4 naive I"
"3590","Classical monocytes"
"3591","CD8 naive"
"3592","CD8 effector"
"3593","MAIT-NKT cells"
"3594","CD56dim CD16bright NK"
"3595","gdT cells"
"3596","CD8 memory"
"3597","CD4 memory"
"3598","T-NK-B cell doublets"
"3599","Neutrophils"
"3600","Naive B"
"3601","CD8 memory"
"3602","CD4 naive II"
"3603","CD8 effector"
"3604","CD8 effector"
"3605","NK-monocyte doublets"
"3606","CD56dim CD16bright NK"
"3607","MAIT-NKT cells"
"3608","CD56dim CD16bright NK"
"3609","CD8 memory"
"3610","CD4 memory"
"3611","CD8 effector"
"3612","Classical monocytes"
"3613","CD8 effector"
"3614","CD8 memory"
"3615","Classical monocytes"
"3616","CD4 naive II"
"3617","CD56dim CD16bright NK"
"3618","plasmacytoid DC"
"3619","CD56dim CD16bright NK"
"3620","CD8 naive"
"3621","CD56dim CD16bright NK"
"3622","CD4 naive I"
"3623","CD56bright CD16dim NK"
"3624","CD4 memory"
"3625","CD8 memory"
"3626","CD56bright CD16dim NK"
"3627","Memory B"
"3628","CD8 naive"
"3629","Memory B"
"3630","CD4 naive I"
"3631","CD4 memory"
"3632","CD8 naive"
"3633","CD56dim CD16bright NK"
"3634","CD4 memory"
"3635","Classical monocytes"
"3636","CD4 naive I"
"3637","Classical monocytes"
"3638","Non classical monocytes"
"3639","CD56dim CD16bright NK"
"3640","T-NK-B cell doublets"
"3641","Platelet-bound monocytes"
"3642","MAIT-NKT cells"
"3643","CD4 naive II"
"3644","MAIT-NKT cells"
"3645","CD8 effector"
"3646","Non classical monocytes"
"3647","CD56dim CD16bright NK"
"3648","Proliferating T and NK cell"
"3649","Classical monocytes"
"3650","Non classical monocytes"
"3651","Classical monocytes"
"3652","CD8 memory"
"3653","CD56dim CD16bright NK"
"3654","CD4 and CD8 activated memory"
"3655","NK-monocyte doublets"
"3656","CD56dim CD16bright NK"
"3657","CD4 and CD8 activated memory"
"3658","CD4 memory"
"3659","CD8 effector"
"3660","Regulatory T cells"
"3661","CD8 effector"
"3662","CD8 effector"
"3663","CD56dim CD16bright NK"
"3664","Classical monocytes"
"3665","CD56dim CD16bright NK"
"3666","Classical monocytes"
"3667","CD4 naive I"
"3668","CD8 memory"
"3669","CD56dim CD16bright NK"
"3670","Classical monocytes"
"3671","CD8 effector"
"3672","CD56dim CD16bright NK"
"3673","CD56dim CD16bright NK"
"3674","Non classical monocytes"
"3675","Naive B"
"3676","CD56dim CD16bright NK"
"3677","conventional DC"
"3678","CD8 memory"
"3679","Neutrophils"
"3680","NK-monocyte doublets"
"3681","Platelet-bound monocytes"
"3682","gdT cells"
"3683","gdT cells"
"3684","gdT cells"
"3685","Regulatory T cells"
"3686","Regulatory T cells"
"3687","Classical monocytes"
"3688","NK-T doublets"
"3689","CD8 memory"
"3690","CD4 naive I"
"3691","CD4 naive I"
"3692","CD56dim CD16bright NK"
"3693","Naive B"
"3694","Classical monocytes"
"3695","CD4 memory"
"3696","Non classical monocytes"
"3697","T-NK-B cell doublets"
"3698","MAIT-NKT cells"
"3699","Memory B"
"3700","CD4 naive II"
"3701","CD8 memory"
"3702","CD56dim CD16bright NK"
"3703","CD4 naive I"
"3704","CD4 naive I"
"3705","CD4 naive II"
"3706","CD4 naive II"
"3707","CD8 memory"
"3708","plasmacytoid DC"
"3709","Memory B"
"3710","CD4 memory"
"3711","CD8 memory"
"3712","gdT cells"
"3713","CD4 naive II"
"3714","CD56dim CD16bright NK"
"3715","MAIT-NKT cells"
"3716","CD4 memory"
"3717","CD4 memory"
"3718","Naive B"
"3719","gdT cells"
"3720","gdT cells"
"3721","CD56dim CD16bright NK"
"3722","Classical monocytes"
"3723","CD4 naive II"
"3724","Non classical monocytes"
"3725","Classical monocytes"
"3726","Naive B"
"3727","CD4 and CD8 activated memory"
"3728","CD4 memory"
"3729","CD8 memory"
"3730","Memory B"
"3731","MAIT-NKT cells"
"3732","Memory B"
"3733","CD4 memory"
"3734","CD4 and CD8 activated memory"
"3735","T-NK-B cell doublets"
"3736","CD56dim CD16bright NK"
"3737","CD56dim CD16bright NK"
"3738","Naive B"
"3739","CD56dim CD16bright NK"
"3740","CD8 effector"
"3741","Platelets"
"3742","MAIT-NKT cells"
"3743","CD56dim CD16bright NK"
"3744","CD4 memory"
"3745","CD4 memory"
"3746","CD4 naive I"
"3747","CD8 memory"
"3748","Naive B"
"3749","plasmacytoid DC"
"3750","MAIT-NKT cells"
"3751","T-NK-B cell doublets"
"3752","NK-T doublets"
"3753","CD8 effector"
"3754","Neutrophils"
"3755","CD4 naive II"
"3756","gdT cells"
"3757","Naive B"
"3758","CD8 memory"
"3759","CD4 memory"
"3760","CD4 memory"
"3761","CD4 memory"
"3762","CD56dim CD16bright NK"
"3763","CD4 memory"
"3764","Non classical monocytes"
"3765","Regulatory T cells"
"3766","Memory B"
"3767","CD56dim CD16bright NK"
"3768","CD8 memory"
"3769","MAIT-NKT cells"
"3770","CD56dim CD16bright NK"
"3771","T-NK-B cell doublets"
"3772","CD8 naive"
"3773","CD56dim CD16bright NK"
"3774","CD8 memory"
"3775","CD56dim CD16bright NK"
"3776","gdT cells"
"3777","CD56dim CD16bright NK"
"3778","CD56dim CD16bright NK"
"3779","Non classical monocytes"
"3780","CD4 naive I"
"3781","CD4 memory"
"3782","gdT cells"
"3783","Classical monocytes"
"3784","CD56dim CD16bright NK"
"3785","CD56dim CD16bright NK"
"3786","Non classical monocytes"
"3787","CD56dim CD16bright NK"
"3788","Classical monocytes"
"3789","CD8 naive"
"3790","Non classical monocytes"
"3791","Classical monocytes"
"3792","CD56dim CD16bright NK"
"3793","Memory B"
"3794","CD4 naive I"
"3795","CD56dim CD16bright NK"
"3796","CD56dim CD16bright NK"
"3797","CD4 naive II"
"3798","CD8 naive"
"3799","Non classical monocytes"
"3800","CD8 naive"
"3801","CD8 naive"
"3802","Platelet-bound monocytes"
"3803","Classical monocytes"
"3804","CD8 effector"
"3805","Regulatory T cells"
"3806","CD8 effector"
"3807","Regulatory T cells"
"3808","Neutrophils"
"3809","CD56dim CD16bright NK"
"3810","Classical monocytes"
"3811","CD8 naive"
"3812","MAIT-NKT cells"
"3813","CD4 naive I"
"3814","CD4 naive I"
"3815","Classical monocytes"
"3816","Platelet-bound monocytes"
"3817","Naive B"
"3818","CD4 naive II"
"3819","CD56dim CD16bright NK"
"3820","Naive B"
"3821","CD4 naive II"
"3822","CD4 memory"
"3823","CD4 naive II"
"3824","NK-T doublets"
"3825","CD8 effector"
"3826","CD56bright CD16dim NK"
"3827","MAIT-NKT cells"
"3828","CD56bright CD16dim NK"
"3829","CD56dim CD16bright NK"
"3830","CD56dim CD16bright NK"
"3831","CD56dim CD16bright NK"
"3832","Neutrophils"
"3833","Non classical monocytes"
"3834","Proliferating T and NK cell"
"3835","CD4 naive I"
"3836","CD56dim CD16bright NK"
"3837","CD4 naive I"
"3838","CD56dim CD16bright NK"
"3839","Memory B"
"3840","Neutrophils"
"3841","Naive B"
"3842","plasmacytoid DC"
"3843","CD4 memory"
"3844","CD56bright CD16dim NK"
"3845","CD56dim CD16bright NK"
"3846","Naive B"
"3847","Neutrophils"
"3848","Classical monocytes"
"3849","CD56dim CD16bright NK"
"3850","NK-monocyte doublets"
"3851","Non classical monocytes"
"3852","CD56dim CD16bright NK"
"3853","CD8 naive"
"3854","gdT cells"
"3855","Neutrophils"
"3856","CD8 effector"
"3857","CD8 effector"
"3858","CD8 memory"
"3859","Non classical monocytes"
"3860","CD4 naive I"
"3861","CD56dim CD16bright NK"
"3862","CD56dim CD16bright NK"
"3863","CD56dim CD16bright NK"
"3864","gdT cells"
"3865","CD8 memory"
"3866","T-NK-B cell doublets"
