"","x"
"2184","CD4 memory"
"2185","CD56bright CD16dim NK"
"2186","CD8 naive"
"2187","CD8 effector"
"2188","Neutrophils"
"2189","CD8 effector"
"2190","CD8 effector"
"2191","MAIT-NKT cells"
"2192","CD8 naive"
"2193","CD8 naive"
"2194","CD4 memory"
"2195","gdT cells"
"2196","CD56dim CD16bright NK"
"2197","Naive B"
"2198","Platelet-bound monocytes"
"2199","Classical monocytes"
"2200","Neutrophils"
"2201","Classical monocytes"
"2202","CD4 naive I"
"2203","CD8 naive"
"2204","CD4 memory"
"2205","conventional DC"
"2206","Memory B"
"2207","Neutrophils"
"2208","CD4 naive II"
"2209","CD4 naive I"
"2210","CD8 effector"
"2211","CD4 naive II"
"2212","Proliferating T and NK cell"
"2213","CD8 effector"
"2214","CD4 naive I"
"2215","CD4 naive I"
"2216","CD8 naive"
"2217","CD4 naive I"
"2218","CD8 naive"
"2219","Non classical monocytes"
"2220","CD4 memory"
"2221","CD8 effector"
"2222","CD4 naive I"
"2223","CD4 naive I"
"2224","CD8 effector"
"2225","CD4 naive I"
"2226","CD8 memory"
"2227","CD4 naive I"
"2228","CD8 memory"
"2229","CD56dim CD16bright NK"
"2230","CD8 naive"
"2231","CD4 naive II"
"2232","Naive B"
"2233","CD4 naive I"
"2234","CD4 naive I"
"2235","gdT cells"
"2236","CD4 memory"
"2237","NK-T doublets"
"2238","CD4 memory"
"2239","CD56dim CD16bright NK"
"2240","CD4 naive I"
"2241","CD4 naive I"
"2242","CD4 memory"
"2243","CD8 naive"
"2244","CD4 memory"
"2245","Naive B"
"2246","CD8 naive"
"2247","CD8 naive"
"2248","CD8 naive"
"2249","CD4 naive I"
"2250","CD8 effector"
"2251","CD4 naive I"
"2252","CD56dim CD16bright NK"
"2253","CD4 naive I"
"2254","CD8 effector"
"2255","CD8 naive"
"2256","CD4 naive I"
"2257","gdT cells"
"2258","CD4 memory"
"2259","CD8 naive"
"2260","CD8 effector"
"2261","CD8 effector"
"2262","CD4 memory"
"2263","CD8 naive"
"2264","Proliferating T and NK cell"
"2265","CD4 naive I"
"2266","CD56dim CD16bright NK"
"2267","CD8 effector"
"2268","CD8 naive"
"2269","CD8 memory"
"2270","CD4 memory"
"2271","CD8 naive"
"2272","CD4 naive II"
"2273","CD4 naive I"
"2274","CD4 naive II"
"2275","Classical monocytes"
"2276","CD8 effector"
"2277","CD4 memory"
"2278","CD4 naive I"
"2279","T-NK-B cell doublets"
"2280","CD56dim CD16bright NK"
"2281","CD8 naive"
"2282","gdT cells"
"2283","gdT cells"
"2284","CD8 naive"
"2285","NK-T doublets"
"2286","CD8 naive"
"2287","CD8 naive"
"2288","CD4 naive I"
"2289","CD8 effector"
"2290","Classical monocytes"
"2291","CD4 naive I"
"2292","CD8 naive"
"2293","CD4 naive I"
"2294","CD4 naive II"
"2295","CD8 effector"
"2296","gdT cells"
"2297","conventional DC"
"2298","CD4 naive I"
"2299","CD4 naive I"
"2300","CD4 naive II"
"2301","CD4 naive I"
"2302","Classical monocytes"
"2303","CD56dim CD16bright NK"
"2304","CD8 effector"
"2305","CD8 effector"
"2306","CD4 memory"
"2307","CD8 naive"
"2308","CD8 naive"
"2309","CD56dim CD16bright NK"
"2310","Classical monocytes"
"2311","CD4 memory"
"2312","gdT cells"
"2313","Classical monocytes"
"2314","gdT cells"
"2315","CD4 memory"
"2316","Neutrophils"
"2317","CD56dim CD16bright NK"
"2318","Naive B"
"2319","Classical monocytes"
"2320","CD4 memory"
"2321","MAIT-NKT cells"
"2322","CD8 naive"
"2323","CD8 memory"
"2324","CD4 memory"
"2325","CD4 memory"
"2326","CD4 memory"
"2327","CD4 memory"
"2328","MAIT-NKT cells"
"2329","CD8 effector"
"2330","CD8 effector"
"2331","CD56dim CD16bright NK"
"2332","CD8 effector"
"2333","MAIT-NKT cells"
"2334","CD8 naive"
"2335","CD8 effector"
"2336","Classical monocytes"
"2337","Classical monocytes"
"2338","CD4 naive II"
"2339","Classical monocytes"
"2340","CD4 naive I"
"2341","Neutrophils"
"2342","CD4 naive II"
"2343","CD4 naive II"
"2344","Classical monocytes"
"2345","CD4 naive II"
"2346","Classical monocytes"
"2347","Neutrophils"
"2348","CD4 naive I"
"2349","CD4 naive I"
"2350","CD4 naive I"
"2351","CD8 effector"
"2352","CD4 naive I"
"2353","CD4 naive I"
"2354","CD8 effector"
"2355","CD56dim CD16bright NK"
"2356","CD4 memory"
"2357","gdT cells"
"2358","Classical monocytes"
"2359","CD8 effector"
"2360","CD4 memory"
"2361","CD4 memory"
"2362","Classical monocytes"
"2363","Neutrophils"
"2364","CD4 naive I"
"2365","CD4 memory"
"2366","CD56dim CD16bright NK"
"2367","Non classical monocytes"
"2368","CD8 effector"
"2369","CD8 naive"
"2370","CD8 naive"
"2371","CD4 memory"
"2372","CD4 naive I"
"2373","CD8 effector"
"2374","Regulatory T cells"
"2375","CD4 naive I"
"2376","gdT cells"
"2377","CD56dim CD16bright NK"
"2378","CD4 naive II"
"2379","CD4 memory"
"2380","CD56dim CD16bright NK"
"2381","CD4 naive I"
"2382","CD4 naive I"
"2383","CD8 naive"
"2384","CD8 effector"
"2385","CD4 memory"
"2386","CD8 naive"
"2387","CD56dim CD16bright NK"
"2388","CD56dim CD16bright NK"
"2389","CD8 memory"
"2390","gdT cells"
"2391","MAIT-NKT cells"
"2392","CD8 memory"
"2393","CD56dim CD16bright NK"
"2394","CD8 naive"
"2395","Classical monocytes"
"2396","gdT cells"
"2397","CD4 naive II"
"2398","Classical monocytes"
"2399","CD4 memory"
"2400","Classical monocytes"
"2401","CD8 effector"
"2402","CD8 naive"
"2403","Classical monocytes"
"2404","CD8 effector"
"2405","Neutrophils"
"2406","CD4 memory"
"2407","CD4 memory"
"2408","gdT cells"
"2409","conventional DC"
"2410","CD56dim CD16bright NK"
"2411","CD8 naive"
"2412","Naive B"
"2413","CD8 memory"
"2414","gdT cells"
"2415","Classical monocytes"
"2416","CD56dim CD16bright NK"
"2417","CD8 effector"
"2418","Classical monocytes"
"2419","CD4 naive I"
"2420","CD56dim CD16bright NK"
"2421","CD4 memory"
"2422","gdT cells"
"2423","CD4 naive II"
"2424","CD4 memory"
"2425","CD4 naive I"
"2426","CD4 naive II"
"2427","CD4 memory"
"2428","CD4 naive I"
"2429","CD4 and CD8 activated memory"
"2430","CD56bright CD16dim NK"
"2431","T-NK-B cell doublets"
"2432","CD4 memory"
"2433","MAIT-NKT cells"
"2434","CD8 effector"
"2435","CD8 effector"
"2436","CD56dim CD16bright NK"
"2437","CD8 effector"
"2438","CD4 memory"
"2439","CD8 effector"
"2440","CD4 memory"
"2441","CD8 effector"
"2442","gdT cells"
"2443","CD4 memory"
"2444","CD4 naive I"
"2445","CD56dim CD16bright NK"
"2446","CD4 memory"
"2447","conventional DC"
"2448","CD4 naive I"
"2449","CD56dim CD16bright NK"
"2450","CD56dim CD16bright NK"
"2451","Classical monocytes"
"2452","Platelet-bound monocytes"
"2453","CD4 naive I"
"2454","CD56dim CD16bright NK"
"2455","CD4 naive II"
"2456","MAIT-NKT cells"
"2457","MAIT-NKT cells"
"2458","CD8 naive"
"2459","CD8 naive"
"2460","T-NK-B cell doublets"
"2461","CD4 naive I"
"2462","Naive B"
"2463","NK-T doublets"
"2464","Proliferating T and NK cell"
"2465","Classical monocytes"
"2466","CD8 naive"
"2467","CD4 naive I"
"2468","CD8 naive"
"2469","Naive B"
"2470","Neutrophils"
"2471","CD8 effector"
"2472","CD8 effector"
"2473","CD4 naive I"
"2474","CD56dim CD16bright NK"
"2475","CD4 naive II"
"2476","Classical monocytes"
"2477","CD8 effector"
"2478","CD8 effector"
"2479","Naive B"
"2480","MAIT-NKT cells"
"2481","T-NK-B cell doublets"
"2482","CD4 naive I"
"2483","CD4 memory"
"2484","CD4 naive II"
"2485","CD4 memory"
"2486","CD8 effector"
"2487","Classical monocytes"
"2488","CD4 naive II"
"2489","CD4 memory"
"2490","CD8 naive"
"2491","CD8 naive"
"2492","CD8 effector"
"2493","Classical monocytes"
"2494","T-NK-B cell doublets"
"2495","gdT cells"
"2496","Classical monocytes"
"2497","gdT cells"
"2498","CD4 naive II"
"2499","MAIT-NKT cells"
"2500","CD4 naive I"
"2501","CD56dim CD16bright NK"
"2502","CD4 memory"
"2503","Naive B"
"2504","CD8 effector"
"2505","Regulatory T cells"
"2506","CD4 memory"
"2507","CD8 effector"
"2508","Classical monocytes"
"2509","CD56dim CD16bright NK"
"2510","Non classical monocytes"
"2511","CD8 naive"
"2512","NK-monocyte doublets"
"2513","CD8 effector"
"2514","CD4 memory"
"2515","Classical monocytes"
"2516","Platelet-bound monocytes"
"2517","CD8 effector"
"2518","CD8 effector"
"2519","CD4 naive II"
"2520","CD4 naive I"
"2521","Classical monocytes"
"2522","CD56dim CD16bright NK"
"2523","CD4 naive I"
"2524","CD8 effector"
"2525","CD4 naive II"
"2526","CD4 naive II"
"2527","CD56bright CD16dim NK"
"2528","CD4 memory"
"2529","CD4 naive I"
"2530","CD4 naive II"
"2531","Classical monocytes"
"2532","CD4 naive I"
"2533","CD4 memory"
"2534","CD4 naive I"
"2535","CD8 effector"
"2536","CD8 memory"
"2537","CD8 naive"
"2538","Platelet-bound monocytes"
"2539","Non classical monocytes"
"2540","CD8 effector"
"2541","Platelets"
"2542","Proliferating T and NK cell"
"2543","CD4 naive I"
"2544","CD4 memory"
"2545","T-NK-B cell doublets"
"2546","CD4 naive II"
"2547","Non classical monocytes"
"2548","CD8 effector"
"2549","CD4 naive I"
"2550","CD56dim CD16bright NK"
"2551","CD4 naive I"
"2552","CD4 naive II"
"2553","CD8 effector"
"2554","Classical monocytes"
"2555","MAIT-NKT cells"
"2556","CD8 naive"
"2557","T-NK-B cell doublets"
"2558","Classical monocytes"
"2559","CD8 naive"
"2560","CD8 naive"
"2561","Classical monocytes"
"2562","CD4 naive II"
"2563","CD4 naive II"
"2564","CD8 memory"
"2565","CD8 effector"
"2566","CD8 effector"
"2567","conventional DC"
"2568","CD4 naive I"
"2569","CD4 naive I"
"2570","CD4 naive I"
"2571","Naive B"
"2572","CD8 effector"
"2573","CD56dim CD16bright NK"
"2574","CD4 naive I"
"2575","CD4 naive I"
"2576","CD4 naive I"
"2577","CD8 effector"
"2578","CD8 effector"
"2579","gdT cells"
"2580","Non classical monocytes"
"2581","CD4 memory"
"2582","CD8 effector"
"2583","CD8 naive"
"2584","Naive B"
"2585","CD56dim CD16bright NK"
"2586","CD8 effector"
"2587","Classical monocytes"
"2588","CD8 memory"
"2589","CD56dim CD16bright NK"
"2590","gdT cells"
"2591","CD8 effector"
"2592","CD8 naive"
"2593","CD56dim CD16bright NK"
"2594","CD4 memory"
"2595","Classical monocytes"
"2596","Platelet-bound monocytes"
"2597","CD8 naive"
"2598","CD4 memory"
"2599","NK-T doublets"
"2600","CD4 naive II"
"2601","CD4 memory"
"2602","CD8 naive"
"2603","CD56bright CD16dim NK"
"2604","CD4 memory"
"2605","CD8 naive"
"2606","Memory B"
"2607","Classical monocytes"
"2608","CD8 memory"
"2609","MAIT-NKT cells"
"2610","CD4 naive II"
"2611","CD56dim CD16bright NK"
"2612","CD8 memory"
"2613","CD4 naive I"
"2614","CD4 memory"
"2615","CD4 and CD8 activated memory"
"2616","Classical monocytes"
"2617","Neutrophils"
"2618","CD8 naive"
"2619","CD4 memory"
"2620","CD56dim CD16bright NK"
"2621","CD8 naive"
"2622","CD56dim CD16bright NK"
"2623","CD8 effector"
"2624","CD4 naive I"
"2625","CD8 memory"
"2626","CD8 effector"
"2627","CD8 naive"
"2628","CD8 effector"
"2629","conventional DC"
"2630","CD8 naive"
"2631","CD8 effector"
"2632","CD4 memory"
"2633","CD4 naive II"
"2634","gdT cells"
"2635","CD4 memory"
"2636","CD4 naive II"
"2637","CD4 memory"
"2638","CD4 naive II"
"2639","CD4 memory"
"2640","CD8 effector"
"2641","CD8 memory"
"2642","conventional DC"
"2643","CD8 effector"
"2644","CD8 memory"
"2645","CD4 naive II"
"2646","CD8 naive"
"2647","MAIT-NKT cells"
"2648","CD4 naive II"
"2649","Regulatory T cells"
"2650","Classical monocytes"
"2651","CD8 memory"
"2652","CD8 effector"
"2653","CD8 naive"
"2654","MAIT-NKT cells"
"2655","Regulatory T cells"
"2656","CD4 naive I"
"2657","Plasma cells"
"2658","CD4 memory"
"2659","CD8 effector"
"2660","CD56bright CD16dim NK"
"2661","CD4 naive II"
"2662","CD4 naive II"
"2663","CD8 effector"
"2664","Classical monocytes"
"2665","CD4 memory"
"2666","MAIT-NKT cells"
"2667","Regulatory T cells"
"2668","Naive B"
"2669","CD8 naive"
"2670","CD4 naive I"
"2671","CD8 naive"
"2672","CD56dim CD16bright NK"
"2673","CD8 naive"
"2674","Neutrophils"
"2675","CD8 naive"
"2676","Classical monocytes"
"2677","CD4 memory"
"2678","CD56bright CD16dim NK"
"2679","CD4 memory"
"2680","CD4 memory"
"2681","CD4 naive II"
"2682","gdT cells"
"2683","CD4 naive I"
"2684","CD56bright CD16dim NK"
"2685","CD8 effector"
"2686","CD4 naive II"
"2687","gdT cells"
"2688","CD4 memory"
"2689","CD8 naive"
"2690","CD4 naive II"
"2691","CD4 naive I"
"2692","CD4 memory"
"2693","CD4 naive I"
"2694","CD4 naive I"
"2695","CD4 naive I"
"2696","CD8 naive"
"2697","CD8 memory"
"2698","CD4 naive I"
"2699","CD4 naive II"
"2700","CD4 naive I"
"2701","CD56dim CD16bright NK"
"2702","CD4 naive I"
"2703","CD8 naive"
"2704","CD4 memory"
"2705","CD4 naive I"
"2706","CD4 naive I"
"2707","CD4 memory"
"2708","CD8 naive"
"2709","Naive B"
"2710","Classical monocytes"
"2711","MAIT-NKT cells"
"2712","CD56dim CD16bright NK"
"2713","gdT cells"
"2714","CD56dim CD16bright NK"
"2715","CD8 effector"
"2716","Naive B"
"2717","CD4 naive I"
"2718","MAIT-NKT cells"
"2719","Neutrophils"
"2720","NK-monocyte doublets"
"2721","CD8 effector"
"2722","CD8 naive"
"2723","CD8 memory"
"2724","Platelet-bound monocytes"
"2725","Regulatory T cells"
"2726","CD4 and CD8 activated memory"
"2727","Platelet-bound monocytes"
"2728","Classical monocytes"
"2729","Neutrophils"
"2730","CD4 memory"
"2731","Naive B"
"2732","CD8 effector"
"2733","CD56bright CD16dim NK"
"2734","CD8 naive"
"2735","CD56dim CD16bright NK"
"2736","gdT cells"
"2737","CD4 naive I"
"2738","CD8 memory"
"2739","CD8 effector"
"2740","CD8 effector"
"2741","CD4 naive I"
"2742","CD8 memory"
"2743","CD8 effector"
"2744","Classical monocytes"
"2745","gdT cells"
"2746","CD8 effector"
"2747","CD4 memory"
"2748","CD56bright CD16dim NK"
"2749","CD4 naive I"
"2750","CD56bright CD16dim NK"
"2751","CD56dim CD16bright NK"
"2752","CD8 naive"
"2753","CD56dim CD16bright NK"
"2754","CD56dim CD16bright NK"
"2755","CD4 and CD8 activated memory"
"2756","CD4 naive II"
"2757","T-NK-B cell doublets"
"2758","CD4 memory"
"2759","CD8 effector"
"2760","CD8 effector"
"2761","CD4 naive II"
"2762","CD4 memory"
"2763","CD8 effector"
"2764","CD8 effector"
"2765","CD4 naive I"
"2766","CD8 naive"
"2767","CD8 naive"
"2768","Memory B"
"2769","gdT cells"
"2770","CD8 naive"
"2771","gdT cells"
"2772","CD8 effector"
"2773","CD4 naive II"
"2774","CD8 memory"
"2775","Classical monocytes"
"2776","CD8 naive"
"2777","CD8 effector"
"2778","CD4 naive I"
"2779","CD8 effector"
"2780","CD4 memory"
"2781","NK-monocyte doublets"
"2782","CD56dim CD16bright NK"
"2783","CD56dim CD16bright NK"
"2784","CD8 effector"
"2785","Naive B"
"2786","CD4 naive II"
"2787","CD8 effector"
"2788","Regulatory T cells"
"2789","Platelet-bound monocytes"
"2790","CD4 memory"
"2791","CD56dim CD16bright NK"
"2792","Classical monocytes"
"2793","CD4 naive II"
"2794","CD4 naive II"
"2795","CD8 effector"
"2796","MAIT-NKT cells"
"2797","Classical monocytes"
"2798","Classical monocytes"
"2799","CD4 naive I"
"2800","CD56dim CD16bright NK"
"2801","Naive B"
"2802","CD4 naive I"
"2803","CD4 naive II"
"2804","CD4 memory"
"2805","CD4 naive II"
"2806","Platelet-bound monocytes"
"2807","CD8 effector"
"2808","CD8 effector"
"2809","CD4 naive I"
"2810","CD4 naive I"
"2811","Non classical monocytes"
"2812","CD8 naive"
"2813","Neutrophils"
"2814","CD4 memory"
"2815","NK-T doublets"
"2816","CD4 memory"
"2817","CD4 memory"
"2818","MAIT-NKT cells"
"2819","Classical monocytes"
"2820","CD4 naive I"
"2821","CD8 naive"
"2822","CD4 naive I"
"2823","CD4 naive II"
"2824","CD8 naive"
"2825","CD4 naive I"
"2826","CD4 naive I"
"2827","CD8 naive"
"2828","CD8 naive"
"2829","Naive B"
"2830","Regulatory T cells"
"2831","CD8 effector"
"2832","Classical monocytes"
"2833","CD8 memory"
"2834","CD4 memory"
"2835","CD4 memory"
"2836","CD4 memory"
"2837","Naive B"
"2838","Naive B"
"2839","CD8 naive"
"2840","CD4 memory"
"2841","Classical monocytes"
"2842","Classical monocytes"
"2843","CD4 naive I"
"2844","CD4 naive II"
"2845","CD4 memory"
"2846","MAIT-NKT cells"
"2847","CD8 effector"
"2848","CD4 naive II"
"2849","CD56dim CD16bright NK"
"2850","CD8 effector"
"2851","MAIT-NKT cells"
"2852","NK-T doublets"
"2853","CD8 naive"
"2854","CD8 naive"
"2855","CD8 effector"
"2856","Non classical monocytes"
"2857","Naive B"
"2858","CD8 effector"
"2859","CD4 naive I"
"2860","CD8 memory"
"2861","CD4 memory"
"2862","Platelets"
"2863","CD4 naive I"
"2864","Classical monocytes"
"2865","Platelet-bound monocytes"
"2866","CD4 naive I"
"2867","CD4 naive I"
"2868","CD4 memory"
"2869","CD8 naive"
"2870","CD4 naive I"
"2871","CD4 naive I"
"2872","Classical monocytes"
"2873","MAIT-NKT cells"
"2874","CD56dim CD16bright NK"
"2875","CD8 memory"
"2876","CD8 naive"
"2877","Classical monocytes"
"2878","CD4 naive I"
"2879","CD4 naive II"
"2880","CD8 naive"
"2881","plasmacytoid DC"
"2882","Classical monocytes"
"2883","CD8 effector"
"2884","Regulatory T cells"
"2885","CD8 effector"
"2886","Regulatory T cells"
"2887","CD8 effector"
"2888","CD8 naive"
"2889","CD4 naive II"
"2890","CD4 memory"
"2891","CD56dim CD16bright NK"
"2892","CD4 naive II"
"2893","Classical monocytes"
"2894","Non classical monocytes"
"2895","CD4 naive I"
"2896","CD4 naive I"
"2897","CD8 memory"
"2898","CD4 naive I"
"2899","CD56dim CD16bright NK"
"2900","CD8 naive"
"2901","CD56dim CD16bright NK"
"2902","CD4 naive I"
"2903","Neutrophils"
"2904","Neutrophils"
"2905","MAIT-NKT cells"
"2906","MAIT-NKT cells"
"2907","CD4 naive I"
"2908","CD8 naive"
"2909","CD56dim CD16bright NK"
"2910","CD8 naive"
"2911","Classical monocytes"
"2912","CD8 memory"
"2913","CD4 naive II"
"2914","CD4 naive I"
"2915","CD4 naive II"
"2916","Classical monocytes"
"2917","CD4 naive II"
"2918","CD4 naive I"
"2919","CD4 naive II"
"2920","CD4 naive I"
"2921","CD8 naive"
"2922","Classical monocytes"
"2923","CD56bright CD16dim NK"
"2924","CD8 naive"
"2925","CD4 memory"
"2926","Classical monocytes"
"2927","CD4 naive II"
"2928","Neutrophils"
"2929","Platelet-bound monocytes"
"2930","CD8 naive"
"2931","CD4 naive II"
"2932","CD8 memory"
"2933","CD56dim CD16bright NK"
"2934","Naive B"
"2935","CD8 effector"
"2936","CD8 naive"
"2937","CD56dim CD16bright NK"
"2938","CD4 memory"
"2939","CD8 naive"
"2940","CD56dim CD16bright NK"
"2941","CD56dim CD16bright NK"
"2942","Classical monocytes"
"2943","CD8 naive"
"2944","Classical monocytes"
"2945","CD8 effector"
"2946","gdT cells"
"2947","MAIT-NKT cells"
"2948","CD56dim CD16bright NK"
"2949","CD56dim CD16bright NK"
"2950","CD4 naive I"
"2951","Classical monocytes"
"2952","CD8 effector"
"2953","conventional DC"
"2954","CD8 memory"
"2955","CD56dim CD16bright NK"
"2956","CD8 effector"
"2957","CD4 memory"
"2958","CD4 memory"
"2959","CD4 naive II"
"2960","CD8 naive"
"2961","CD4 memory"
"2962","CD8 memory"
"2963","CD4 naive I"
"2964","CD8 effector"
"2965","CD4 naive I"
"2966","CD8 effector"
"2967","CD8 effector"
"2968","Classical monocytes"
"2969","CD4 naive I"
"2970","CD8 effector"
"2971","CD8 effector"
"2972","CD56dim CD16bright NK"
"2973","CD56dim CD16bright NK"
"2974","CD4 memory"
"2975","CD8 effector"
"2976","CD8 effector"
"2977","CD4 memory"
"2978","CD4 naive II"
"2979","CD4 naive I"
"2980","CD4 naive I"
"2981","CD8 naive"
"2982","CD8 naive"
"2983","Classical monocytes"
"2984","CD4 naive I"
"2985","CD4 naive II"
"2986","Classical monocytes"
"2987","gdT cells"
"2988","CD4 naive II"
"2989","Non classical monocytes"
"2990","CD56dim CD16bright NK"
"2991","CD4 naive II"
"2992","Classical monocytes"
"2993","Classical monocytes"
"2994","MAIT-NKT cells"
"2995","CD4 memory"
"2996","CD56dim CD16bright NK"
"2997","gdT cells"
"2998","CD56dim CD16bright NK"
"2999","CD4 memory"
"3000","gdT cells"
"3001","CD8 effector"
"3002","CD4 memory"
"3003","Proliferating T and NK cell"
"3004","CD56dim CD16bright NK"
"3005","CD4 naive II"
"3006","MAIT-NKT cells"
"3007","CD56dim CD16bright NK"
"3008","CD4 naive I"
"3009","CD4 memory"
"3010","Classical monocytes"
"3011","CD56dim CD16bright NK"
"3012","CD8 naive"
"3013","CD4 memory"
"3014","CD8 naive"
"3015","Naive B"
"3016","Classical monocytes"
"3017","CD4 naive I"
"3018","CD56dim CD16bright NK"
"3019","Classical monocytes"
"3020","CD8 effector"
"3021","CD4 naive I"
"3022","CD8 effector"
"3023","MAIT-NKT cells"
"3024","CD8 effector"
"3025","CD8 naive"
"3026","Non classical monocytes"
"3027","CD4 memory"
"3028","Classical monocytes"
"3029","CD4 naive I"
"3030","Naive B"
"3031","CD8 naive"
"3032","CD4 naive I"
"3033","CD4 naive I"
"3034","Memory B"
"3035","CD8 effector"
"3036","CD4 naive I"
"3037","CD8 naive"
"3038","CD8 naive"
"3039","CD8 effector"
"3040","CD56dim CD16bright NK"
"3041","CD8 memory"
"3042","Classical monocytes"
"3043","gdT cells"
"3044","Naive B"
"3045","Classical monocytes"
"3046","Classical monocytes"
"3047","MAIT-NKT cells"
"3048","CD8 effector"
"3049","CD8 naive"
"3050","T-NK-B cell doublets"
"3051","CD4 naive II"
"3052","CD8 effector"
"3053","CD8 naive"
"3054","CD8 effector"
"3055","CD8 naive"
"3056","CD8 effector"
"3057","CD8 naive"
"3058","CD4 naive II"
"3059","Classical monocytes"
"3060","Non classical monocytes"
"3061","Naive B"
"3062","CD8 effector"
"3063","CD4 naive I"
"3064","CD4 naive I"
"3065","CD8 effector"
"3066","CD56dim CD16bright NK"
"3067","Non classical monocytes"
"3068","Regulatory T cells"
"3069","CD56dim CD16bright NK"
"3070","CD4 naive I"
"3071","gdT cells"
"3072","Naive B"
"3073","CD8 effector"
"3074","MAIT-NKT cells"
"3075","CD8 effector"
"3076","gdT cells"
"3077","CD4 naive I"
"3078","CD8 effector"
"3079","CD4 naive I"
"3080","CD56dim CD16bright NK"
"3081","CD8 memory"
"3082","Classical monocytes"
"3083","CD4 memory"
"3084","CD4 memory"
"3085","CD4 memory"
"3086","CD56dim CD16bright NK"
"3087","Memory B"
"3088","CD8 memory"
"3089","CD4 naive I"
"3090","Plasma cells"
"3091","CD4 memory"
"3092","CD8 effector"
"3093","Classical monocytes"
"3094","T-NK-B cell doublets"
"3095","CD4 naive II"
"3096","Regulatory T cells"
"3097","Memory B"
"3098","CD8 effector"
"3099","MAIT-NKT cells"
"3100","CD4 naive I"
"3101","CD4 naive I"
"3102","CD4 naive I"
"3103","CD56dim CD16bright NK"
"3104","Classical monocytes"
"3105","CD8 memory"
"3106","CD4 memory"
"3107","CD4 naive II"
"3108","CD8 naive"
"3109","Classical monocytes"
"3110","CD4 naive II"
"3111","CD4 memory"
"3112","Platelet-bound monocytes"
"3113","Naive B"
"3114","CD4 and CD8 activated memory"
"3115","CD4 naive I"
"3116","CD8 effector"
"3117","CD8 naive"
"3118","CD4 naive I"
"3119","CD8 naive"
"3120","CD4 naive II"
"3121","CD8 effector"
"3122","CD8 effector"
"3123","CD4 naive I"
"3124","Classical monocytes"
"3125","CD8 effector"
"3126","CD4 naive I"
"3127","CD8 memory"
"3128","CD4 naive I"
"3129","CD8 memory"
"3130","CD8 naive"
"3131","CD8 naive"
"3132","CD8 memory"
"3133","CD8 effector"
"3134","Classical monocytes"
"3135","CD8 memory"
"3136","CD8 naive"
"3137","CD4 naive I"
"3138","gdT cells"
"3139","CD4 memory"
"3140","CD8 memory"
"3141","CD4 memory"
"3142","MAIT-NKT cells"
"3143","CD4 naive I"
"3144","CD4 memory"
"3145","gdT cells"
"3146","CD4 naive I"
"3147","CD8 naive"
"3148","CD8 effector"
"3149","CD4 naive II"
"3150","CD8 effector"
"3151","CD4 naive I"
"3152","CD4 naive I"
"3153","CD56dim CD16bright NK"
"3154","CD8 effector"
"3155","CD4 memory"
"3156","CD4 naive I"
"3157","CD8 naive"
"3158","CD56dim CD16bright NK"
"3159","Classical monocytes"
"3160","conventional DC"
"3161","CD8 effector"
"3162","CD8 naive"
"3163","CD4 memory"
"3164","MAIT-NKT cells"
"3165","CD4 naive II"
"3166","CD8 effector"
"3167","CD4 naive I"
"3168","CD4 naive I"
"3169","CD4 memory"
"3170","Proliferating T and NK cell"
"3171","NK-T doublets"
"3172","Classical monocytes"
"3173","gdT cells"
"3174","CD4 naive I"
"3175","CD8 naive"
"3176","Regulatory T cells"
"3177","CD8 naive"
"3178","CD4 naive I"
"3179","CD8 memory"
"3180","Classical monocytes"
"3181","CD4 and CD8 activated memory"
"3182","gdT cells"
"3183","CD4 naive I"
"3184","CD4 memory"
"3185","CD8 naive"
"3186","CD4 and CD8 activated memory"
"3187","Classical monocytes"
"3188","CD4 memory"
"3189","CD8 effector"
"3190","CD4 memory"
"3191","CD56dim CD16bright NK"
"3192","Classical monocytes"
"3193","MAIT-NKT cells"
"3194","CD4 naive II"
"3195","CD8 effector"
"3196","CD56dim CD16bright NK"
"3197","CD4 naive I"
"3198","Classical monocytes"
"3199","CD8 naive"
"3200","CD8 effector"
"3201","Classical monocytes"
"3202","CD8 naive"
"3203","CD4 memory"
"3204","CD8 naive"
"3205","Regulatory T cells"
"3206","gdT cells"
"3207","CD8 memory"
"3208","CD4 memory"
"3209","CD4 naive II"
"3210","CD56dim CD16bright NK"
"3211","CD56dim CD16bright NK"
"3212","CD8 naive"
"3213","CD4 memory"
"3214","CD8 memory"
"3215","CD4 memory"
"3216","CD4 memory"
"3217","Platelets"
"3218","CD56dim CD16bright NK"
"3219","CD56dim CD16bright NK"
"3220","gdT cells"
"3221","Classical monocytes"
"3222","T-NK-B cell doublets"
"3223","Classical monocytes"
"3224","Regulatory T cells"
"3225","CD8 naive"
"3226","Naive B"
"3227","CD8 naive"
"3228","MAIT-NKT cells"
"3229","CD4 naive II"
"3230","Regulatory T cells"
"3231","CD8 naive"
"3232","CD8 naive"
"3233","CD4 memory"
"3234","CD4 memory"
"3235","CD8 memory"
"3236","Classical monocytes"
"3237","CD4 naive I"
"3238","CD4 naive I"
"3239","Classical monocytes"
"3240","Classical monocytes"
"3241","Classical monocytes"
"3242","MAIT-NKT cells"
"3243","Classical monocytes"
"3244","Classical monocytes"
"3245","CD8 naive"
"3246","CD8 naive"
"3247","Classical monocytes"
"3248","CD8 naive"
"3249","CD8 naive"
